temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,nivel_gas_metano_porcentaje
11.82,100.0,132.4,16236.84,2025-03-09,06:24:00,0.55,3,1.623684
5.12,100.0,132.47,21001.25,2025-03-09,06:28:00,0.0,3,2.100125
10.37,94.6,132.53,9923.62,2025-03-09,06:32:00,0.62,3,0.9923620000000001
11.92,87.92,132.6,11181.19,2025-03-09,06:36:00,1.16,3,1.118119
13.18,82.72,132.67,10791.34,2025-03-09,06:40:00,0.0,3,1.079134
11.14,97.6,132.73,15812.19,2025-03-09,06:44:00,1.32,3,1.5812190000000002
10.88,93.82,132.8,7866.03,2025-03-09,06:48:00,0.0,3,0.7866029999999999
9.08,99.5,132.87,9219.53,2025-03-09,06:52:00,0.53,3,0.921953
11.14,82.32,132.93,11388.26,2025-03-09,06:56:00,0.7,3,1.1388260000000001
9.87,98.86,133.0,15376.53,2025-03-09,07:00:00,0.97,3,1.5376530000000002
8.84,100.0,133.07,17258.2,2025-03-09,07:04:00,0.42,3,1.7258200000000001
7.94,100.0,133.13,14653.29,2025-03-09,07:08:00,0.0,3,1.465329
8.33,98.99,133.2,9531.16,2025-03-09,07:12:00,0.18,3,0.953116
10.83,88.53,133.27,12783.12,2025-03-09,07:16:00,0.0,3,1.2783120000000001
7.38,99.54,133.33,20795.69,2025-03-09,07:20:00,0.0,3,2.079569
9.64,96.17,0.0,1182.71,2025-03-09,07:24:00,94.12,4,0.118271
11.08,97.46,0.07,9929.44,2025-03-09,07:28:00,94.12,4,0.992944
12.13,88.81,0.13,2804.94,2025-03-09,07:32:00,94.12,4,0.280494
9.08,89.75,0.2,1492.99,2025-03-09,07:36:00,94.12,4,0.149299
12.99,85.14,0.27,3027.96,2025-03-09,07:40:00,93.84,4,0.302796
9.69,94.92,0.33,6899.15,2025-03-09,07:44:00,93.53,4,0.689915
10.97,98.2,0.4,5291.84,2025-03-09,07:48:00,94.1,4,0.529184
11.5,87.32,0.47,9325.96,2025-03-09,07:52:00,94.0,4,0.9325959999999999
10.11,89.44,0.53,7281.3,2025-03-09,07:56:00,94.03,4,0.72813
9.82,93.75,0.6,7933.44,2025-03-09,08:00:00,92.91,4,0.7933439999999999
13.12,93.76,0.67,8414.52,2025-03-09,08:04:00,93.82,4,0.8414520000000001
6.61,100.0,0.73,7312.01,2025-03-09,08:08:00,93.45,4,0.731201
10.1,95.29,0.8,5821.03,2025-03-09,08:12:00,93.11,4,0.5821029999999999
6.36,97.09,0.87,6349.18,2025-03-09,08:16:00,93.87,4,0.634918
6.44,96.35,0.93,8140.33,2025-03-09,08:20:00,93.55,4,0.814033
9.95,100.0,1.0,2346.54,2025-03-09,08:24:00,94.12,4,0.234654
9.02,90.15,1.07,12120.05,2025-03-09,08:28:00,93.61,4,1.212005
14.26,89.59,1.13,1768.16,2025-03-09,08:32:00,93.17,4,0.176816
9.62,100.0,1.2,1568.39,2025-03-09,08:36:00,93.22,4,0.156839
12.42,90.58,1.27,3654.31,2025-03-09,08:40:00,92.64,4,0.365431
10.29,89.16,1.33,4268.77,2025-03-09,08:44:00,93.79,4,0.42687700000000006
7.82,100.0,1.4,5189.03,2025-03-09,08:48:00,93.29,4,0.518903
6.73,100.0,1.47,5113.36,2025-03-09,08:52:00,93.25,4,0.511336
7.57,100.0,1.53,3207.14,2025-03-09,08:56:00,92.5,4,0.320714
11.0,96.4,1.6,2918.28,2025-03-09,09:00:00,93.38,4,0.29182800000000003
13.58,92.22,1.67,6173.08,2025-03-09,09:04:00,92.47,4,0.617308
8.61,98.57,1.73,9393.97,2025-03-09,09:08:00,92.62,4,0.9393969999999999
12.17,95.14,1.8,2757.6,2025-03-09,09:12:00,92.91,4,0.27576
10.18,100.0,1.87,789.86,2025-03-09,09:16:00,92.51,4,0.078986
8.47,93.37,1.93,1658.92,2025-03-09,09:20:00,92.36,4,0.165892
11.37,91.61,2.0,3096.17,2025-03-09,09:24:00,92.68,4,0.30961700000000003
13.91,93.1,2.07,1294.33,2025-03-09,09:28:00,93.16,4,0.129433
10.64,93.67,2.13,7680.14,2025-03-09,09:32:00,93.06,4,0.7680140000000001
12.52,84.9,2.2,3144.51,2025-03-09,09:36:00,92.92,4,0.31445100000000004
11.55,94.33,2.27,8147.56,2025-03-09,09:40:00,92.76,4,0.814756
11.63,90.09,2.33,5804.89,2025-03-09,09:44:00,92.23,4,0.580489
9.48,100.0,2.4,8229.44,2025-03-09,09:48:00,92.98,4,0.822944
12.15,96.74,2.47,8583.36,2025-03-09,09:52:00,91.51,4,0.8583360000000001
8.33,100.0,2.53,14724.64,2025-03-09,09:56:00,92.55,4,1.472464
12.06,92.11,2.6,282.08,2025-03-09,10:00:00,92.7,4,0.028207999999999997
14.17,90.29,2.67,7780.28,2025-03-09,10:04:00,92.19,4,0.7780279999999999
15.13,85.6,2.73,6197.41,2025-03-09,10:08:00,91.83,4,0.619741
9.53,91.52,2.8,10231.09,2025-03-09,10:12:00,92.12,4,1.023109
12.59,86.55,2.87,1892.31,2025-03-09,10:16:00,91.72,4,0.18923099999999998
10.4,100.0,2.93,3394.8,2025-03-09,10:20:00,92.3,4,0.33948
12.19,93.7,3.0,6110.98,2025-03-09,10:24:00,92.47,4,0.6110979999999999
15.86,79.6,3.07,5049.74,2025-03-09,10:28:00,92.18,4,0.5049739999999999
13.88,93.99,3.13,1922.12,2025-03-09,10:32:00,92.1,4,0.192212
10.92,100.0,3.2,2666.4,2025-03-09,10:36:00,92.24,4,0.26664
10.92,85.94,3.27,11565.59,2025-03-09,10:40:00,92.25,4,1.1565590000000001
12.49,94.27,3.34,2625.62,2025-03-09,10:44:00,91.38,4,0.26256199999999996
12.74,85.28,3.4,8380.86,2025-03-09,10:48:00,90.95,4,0.8380860000000001
12.95,96.35,3.47,1129.01,2025-03-09,10:52:00,91.81,4,0.112901
9.83,84.56,3.54,3283.25,2025-03-09,10:56:00,92.09,4,0.328325
16.93,85.0,3.6,2570.62,2025-03-09,11:00:00,90.79,4,0.257062
17.25,86.34,3.67,5273.37,2025-03-09,11:04:00,91.56,4,0.527337
14.14,81.87,3.74,2619.16,2025-03-09,11:08:00,92.05,4,0.261916
11.57,94.87,3.8,2644.1,2025-03-09,11:12:00,91.38,4,0.26441
12.19,89.4,3.87,15080.47,2025-03-09,11:16:00,92.15,4,1.508047
11.69,100.0,3.94,2464.79,2025-03-09,11:20:00,92.01,4,0.246479
11.64,85.42,4.0,9260.44,2025-03-09,11:24:00,91.2,4,0.9260440000000001
12.58,95.68,4.07,8375.65,2025-03-09,11:28:00,91.06,4,0.837565
14.83,87.26,4.14,6253.37,2025-03-09,11:32:00,91.03,4,0.625337
14.38,94.9,4.2,4648.54,2025-03-09,11:36:00,91.22,4,0.464854
17.31,90.61,4.27,5350.25,2025-03-09,11:40:00,90.52,4,0.535025
11.36,91.7,4.34,3117.18,2025-03-09,11:44:00,90.38,4,0.311718
12.79,90.59,4.4,3364.14,2025-03-09,11:48:00,89.88,4,0.336414
10.7,98.49,4.47,3414.84,2025-03-09,11:52:00,90.95,4,0.341484
15.14,89.9,4.54,4673.79,2025-03-09,11:56:00,91.94,4,0.467379
18.2,82.11,4.6,9360.82,2025-03-09,12:00:00,89.88,4,0.936082
14.21,84.52,4.67,12205.95,2025-03-09,12:04:00,90.73,4,1.220595
18.04,84.77,4.74,3537.19,2025-03-09,12:08:00,90.67,4,0.353719
16.85,79.17,4.8,2212.69,2025-03-09,12:12:00,90.65,4,0.221269
17.35,87.22,4.87,8577.99,2025-03-09,12:16:00,91.31,4,0.857799
16.95,90.13,4.94,2487.3,2025-03-09,12:20:00,90.19,4,0.24873
19.54,76.56,5.0,10444.42,2025-03-09,12:24:00,89.61,4,1.044442
15.69,84.38,5.07,3899.92,2025-03-09,12:28:00,90.27,4,0.389992
17.63,80.41,5.14,3903.51,2025-03-09,12:32:00,90.16,4,0.390351
20.11,85.11,5.2,6650.67,2025-03-09,12:36:00,89.33,4,0.665067
14.53,88.47,5.27,10076.64,2025-03-09,12:40:00,90.52,4,1.007664
16.31,83.7,5.34,16006.84,2025-03-09,12:44:00,89.76,4,1.600684
18.06,86.15,5.4,5669.87,2025-03-09,12:48:00,90.26,4,0.566987
15.36,84.56,5.47,2050.61,2025-03-09,12:52:00,90.08,4,0.20506100000000002
15.44,85.82,5.54,25286.32,2025-03-09,12:56:00,89.67,4,2.528632
21.47,72.22,5.6,2216.58,2025-03-09,13:00:00,90.61,4,0.221658
15.96,90.26,5.67,2558.81,2025-03-09,13:04:00,89.98,4,0.25588099999999997
17.02,79.01,5.74,896.33,2025-03-09,13:08:00,90.1,4,0.089633
18.35,89.64,5.8,6258.83,2025-03-09,13:12:00,90.32,4,0.625883
18.95,82.77,5.87,8213.23,2025-03-09,13:16:00,90.12,4,0.8213229999999999
17.17,83.46,5.94,3444.0,2025-03-09,13:20:00,90.0,4,0.3444
18.02,82.9,6.0,5238.07,2025-03-09,13:24:00,89.47,4,0.523807
16.6,93.64,6.07,10240.6,2025-03-09,13:28:00,89.28,4,1.02406
17.67,76.76,6.14,8556.79,2025-03-09,13:32:00,89.87,4,0.8556790000000001
20.35,73.12,6.2,2625.5,2025-03-09,13:36:00,89.26,4,0.26255
20.94,83.38,6.27,5528.62,2025-03-09,13:40:00,90.09,4,0.552862
21.34,73.39,6.34,7403.09,2025-03-09,13:44:00,89.58,4,0.740309
19.47,77.1,6.4,2809.58,2025-03-09,13:48:00,89.92,4,0.280958
19.26,78.9,6.47,1301.47,2025-03-09,13:52:00,89.06,4,0.130147
17.21,89.81,6.54,4406.12,2025-03-09,13:56:00,88.93,4,0.440612
19.29,85.12,6.6,8012.81,2025-03-09,14:00:00,90.3,4,0.801281
20.52,78.51,6.67,5643.09,2025-03-09,14:04:00,89.34,4,0.5643090000000001
22.53,78.21,6.74,3256.15,2025-03-09,14:08:00,89.82,4,0.325615
16.66,86.9,6.8,8230.81,2025-03-09,14:12:00,88.61,4,0.823081
20.02,74.95,6.87,21096.04,2025-03-09,14:16:00,89.13,4,2.109604
16.34,80.82,6.94,14074.28,2025-03-09,14:20:00,89.87,4,1.4074280000000001
17.84,73.06,7.0,7257.11,2025-03-09,14:24:00,88.39,4,0.725711
23.85,81.67,7.07,6912.06,2025-03-09,14:28:00,90.27,4,0.691206
18.79,78.47,7.14,4455.7,2025-03-09,14:32:00,89.18,4,0.44556999999999997
21.78,77.4,7.2,5781.91,2025-03-09,14:36:00,88.62,4,0.578191
23.79,77.01,7.27,749.64,2025-03-09,14:40:00,89.16,4,0.074964
20.97,73.69,7.34,7500.39,2025-03-09,14:44:00,89.49,4,0.750039
19.63,76.32,7.4,9797.64,2025-03-09,14:48:00,88.48,4,0.979764
22.49,71.66,7.47,2225.58,2025-03-09,14:52:00,88.5,4,0.222558
25.54,57.21,7.54,2653.15,2025-03-09,14:56:00,88.92,4,0.265315
24.57,72.81,7.6,847.62,2025-03-09,15:00:00,88.98,4,0.084762
22.26,88.3,7.67,4383.88,2025-03-09,15:04:00,88.61,4,0.438388
21.81,74.64,7.74,5219.73,2025-03-09,15:08:00,88.86,4,0.5219729999999999
25.4,69.38,7.8,5842.27,2025-03-09,15:12:00,89.04,4,0.584227
20.33,77.65,7.87,4677.54,2025-03-09,15:16:00,88.65,4,0.467754
25.29,73.62,7.94,844.47,2025-03-09,15:20:00,88.17,4,0.08444700000000001
22.52,80.62,8.0,475.83,2025-03-09,15:24:00,88.46,4,0.047583
20.77,74.67,8.07,4455.8,2025-03-09,15:28:00,89.3,4,0.44558000000000003
20.37,81.75,8.14,3420.19,2025-03-09,15:32:00,88.54,4,0.342019
27.34,68.56,8.2,6869.26,2025-03-09,15:36:00,88.95,4,0.686926
23.82,75.76,8.27,4479.45,2025-03-09,15:40:00,88.02,4,0.447945
22.6,78.36,8.34,4032.77,2025-03-09,15:44:00,88.37,4,0.403277
24.45,68.45,8.4,1405.57,2025-03-09,15:48:00,88.58,4,0.140557
23.55,72.04,8.47,6502.96,2025-03-09,15:52:00,88.89,4,0.650296
23.77,76.65,8.54,4710.65,2025-03-09,15:56:00,88.71,4,0.47106499999999996
24.01,73.29,8.6,12146.15,2025-03-09,16:00:00,87.49,4,1.214615
25.17,76.21,8.67,6212.99,2025-03-09,16:04:00,88.57,4,0.6212989999999999
26.81,68.67,8.74,3279.04,2025-03-09,16:08:00,88.79,4,0.327904
22.39,81.47,8.8,4160.47,2025-03-09,16:12:00,87.62,4,0.416047
28.29,57.75,8.87,6747.89,2025-03-09,16:16:00,87.41,4,0.6747890000000001
23.85,75.85,8.94,10905.92,2025-03-09,16:20:00,87.8,4,1.090592
26.39,63.97,9.0,2965.95,2025-03-09,16:24:00,87.85,4,0.296595
25.9,76.75,9.07,10221.19,2025-03-09,16:28:00,87.54,4,1.022119
24.54,72.44,9.14,8727.34,2025-03-09,16:32:00,87.08,4,0.872734
28.56,65.45,9.2,20865.37,2025-03-09,16:36:00,88.36,4,2.086537
24.84,68.61,9.27,3518.91,2025-03-09,16:40:00,87.14,4,0.351891
29.4,69.22,9.34,5983.21,2025-03-09,16:44:00,87.27,4,0.598321
28.03,70.8,9.4,4990.5,2025-03-09,16:48:00,87.54,4,0.49905
25.32,70.61,9.47,13028.64,2025-03-09,16:52:00,86.7,4,1.302864
24.55,76.5,9.54,1820.9,2025-03-09,16:56:00,86.61,4,0.18209
29.2,67.3,9.6,12969.75,2025-03-09,17:00:00,87.12,4,1.296975
24.91,73.06,9.67,2706.64,2025-03-09,17:04:00,87.7,4,0.27066399999999996
27.05,73.34,9.74,8162.73,2025-03-09,17:08:00,87.34,4,0.8162729999999999
28.83,75.82,9.8,9407.72,2025-03-09,17:12:00,86.17,4,0.9407719999999999
28.47,68.7,9.87,3385.9,2025-03-09,17:16:00,87.85,4,0.33859
27.25,70.54,9.94,2581.46,2025-03-09,17:20:00,87.5,4,0.258146
26.31,75.12,10.01,2344.53,2025-03-09,17:24:00,87.15,4,0.23445300000000002
29.32,61.25,10.07,2260.73,2025-03-09,17:28:00,87.09,4,0.226073
24.22,72.75,10.14,9885.18,2025-03-09,17:32:00,87.3,4,0.988518
28.61,65.16,10.21,3655.67,2025-03-09,17:36:00,88.08,4,0.36556700000000003
25.6,73.1,10.27,2107.91,2025-03-09,17:40:00,87.31,4,0.21079099999999998
26.54,71.28,10.34,9521.66,2025-03-09,17:44:00,86.97,4,0.952166
29.12,75.11,10.41,3843.08,2025-03-09,17:48:00,86.16,4,0.384308
26.98,77.02,10.47,8128.66,2025-03-09,17:52:00,86.81,4,0.812866
30.89,56.1,10.54,2536.42,2025-03-09,17:56:00,87.07,4,0.25364200000000003
30.07,66.68,10.61,4440.26,2025-03-09,18:00:00,86.58,4,0.44402600000000003
27.35,72.51,10.67,7168.53,2025-03-09,18:04:00,86.32,4,0.716853
28.38,67.85,10.74,3095.71,2025-03-09,18:08:00,86.82,4,0.309571
26.7,67.37,10.81,5209.04,2025-03-09,18:12:00,86.0,4,0.520904
29.93,71.99,10.87,11750.97,2025-03-09,18:16:00,86.88,4,1.1750969999999998
32.2,63.35,10.94,11804.21,2025-03-09,18:20:00,86.18,4,1.180421
26.75,64.67,11.01,4074.64,2025-03-09,18:24:00,85.29,4,0.407464
29.58,70.51,11.07,6692.45,2025-03-09,18:28:00,86.08,4,0.669245
29.92,67.46,11.14,2734.71,2025-03-09,18:32:00,86.23,4,0.273471
26.84,66.53,11.21,8082.6,2025-03-09,18:36:00,86.49,4,0.8082600000000001
27.38,65.11,11.27,11951.34,2025-03-09,18:40:00,86.38,4,1.195134
25.84,67.26,11.34,2380.08,2025-03-09,18:44:00,85.47,4,0.238008
30.63,69.97,11.41,6023.23,2025-03-09,18:48:00,86.13,4,0.6023229999999999
28.84,69.68,11.47,813.85,2025-03-09,18:52:00,85.75,4,0.081385
28.16,72.54,11.54,9437.54,2025-03-09,18:56:00,85.79,4,0.9437540000000001
33.79,60.34,11.61,1818.28,2025-03-09,19:00:00,85.43,4,0.181828
26.1,67.44,11.67,2431.15,2025-03-09,19:04:00,85.85,4,0.243115
32.31,57.56,11.74,3569.0,2025-03-09,19:08:00,87.4,4,0.3569
25.47,77.16,11.81,2044.82,2025-03-09,19:12:00,86.71,4,0.204482
28.77,69.07,11.87,3419.05,2025-03-09,19:16:00,85.24,4,0.341905
26.45,69.0,11.94,8083.75,2025-03-09,19:20:00,85.72,4,0.808375
28.24,67.75,12.01,1836.68,2025-03-09,19:24:00,85.49,4,0.183668
28.82,71.76,12.07,8516.02,2025-03-09,19:28:00,85.67,4,0.8516020000000001
28.51,70.06,12.14,781.08,2025-03-09,19:32:00,86.01,4,0.07810800000000001
30.45,63.87,12.21,4687.91,2025-03-09,19:36:00,85.44,4,0.46879099999999996
31.72,62.19,12.27,3186.5,2025-03-09,19:40:00,85.1,4,0.31865
29.75,62.42,12.34,15042.26,2025-03-09,19:44:00,85.99,4,1.504226
30.63,64.17,12.41,1954.36,2025-03-09,19:48:00,84.74,4,0.195436
33.12,58.89,12.47,6824.58,2025-03-09,19:52:00,85.41,4,0.682458
28.6,66.85,12.54,2015.86,2025-03-09,19:56:00,84.52,4,0.201586
31.81,59.58,12.61,4990.35,2025-03-09,20:00:00,84.71,4,0.49903500000000006
35.05,50.73,12.67,4616.7,2025-03-09,20:04:00,85.55,4,0.46166999999999997
33.62,64.34,12.74,5376.26,2025-03-09,20:08:00,84.79,4,0.537626
33.24,63.0,12.81,12163.68,2025-03-09,20:12:00,84.14,4,1.2163680000000001
31.43,61.52,12.87,4786.48,2025-03-09,20:16:00,84.67,4,0.47864799999999996
32.26,59.99,12.94,5057.89,2025-03-09,20:20:00,84.57,4,0.505789
28.98,59.59,13.01,9859.83,2025-03-09,20:24:00,84.31,4,0.9859829999999999
29.76,70.69,13.07,9212.7,2025-03-09,20:28:00,85.17,4,0.92127
29.51,72.01,13.14,10992.69,2025-03-09,20:32:00,84.07,4,1.099269
28.55,66.73,13.21,5720.59,2025-03-09,20:36:00,84.5,4,0.572059
30.14,66.42,13.27,4395.28,2025-03-09,20:40:00,84.82,4,0.439528
28.77,61.91,13.34,7446.0,2025-03-09,20:44:00,84.53,4,0.7446
29.91,65.57,13.41,4360.38,2025-03-09,20:48:00,84.45,4,0.43603800000000004
26.98,66.09,13.47,1162.15,2025-03-09,20:52:00,84.25,4,0.11621500000000001
28.64,63.62,13.54,1279.32,2025-03-09,20:56:00,83.95,4,0.127932
32.29,60.12,13.61,6025.16,2025-03-09,21:00:00,84.2,4,0.6025159999999999
30.0,62.87,13.67,3143.82,2025-03-09,21:04:00,84.8,4,0.314382
32.23,61.01,13.74,2346.0,2025-03-09,21:08:00,84.2,4,0.2346
28.3,72.83,13.81,1389.24,2025-03-09,21:12:00,84.46,4,0.138924
28.96,56.0,13.87,2134.68,2025-03-09,21:16:00,84.88,4,0.213468
29.83,62.59,13.94,5363.09,2025-03-09,21:20:00,84.58,4,0.536309
28.95,69.74,14.01,13248.18,2025-03-09,21:24:00,83.59,4,1.324818
26.48,71.25,14.07,5495.88,2025-03-09,21:28:00,84.41,4,0.549588
30.34,60.59,14.14,4343.14,2025-03-09,21:32:00,84.66,4,0.43431400000000003
27.16,79.78,14.21,3455.05,2025-03-09,21:36:00,83.8,4,0.345505
29.04,79.92,14.27,8412.03,2025-03-09,21:40:00,83.25,4,0.841203
24.73,72.83,14.34,4183.28,2025-03-09,21:44:00,83.78,4,0.418328
27.61,63.62,14.41,3842.27,2025-03-09,21:48:00,84.04,4,0.384227
28.58,65.88,14.47,2423.09,2025-03-09,21:52:00,84.2,4,0.24230900000000002
29.87,59.56,14.54,3099.82,2025-03-09,21:56:00,83.59,4,0.30998200000000004
26.19,72.72,14.61,7670.83,2025-03-09,22:00:00,82.79,4,0.767083
26.79,72.69,14.67,6367.63,2025-03-09,22:04:00,83.12,4,0.636763
32.01,66.91,14.74,5069.73,2025-03-09,22:08:00,83.89,4,0.506973
32.32,63.52,14.81,5321.63,2025-03-09,22:12:00,84.66,4,0.532163
29.32,67.16,14.87,3638.75,2025-03-09,22:16:00,83.61,4,0.363875
30.75,58.84,14.94,6865.46,2025-03-09,22:20:00,84.23,4,0.686546
27.3,62.94,15.01,5613.7,2025-03-09,22:24:00,83.0,4,0.56137
29.29,55.96,15.07,2279.51,2025-03-09,22:28:00,83.15,4,0.22795100000000001
29.09,66.78,15.14,4451.84,2025-03-09,22:32:00,82.26,4,0.445184
25.89,75.48,15.21,3003.2,2025-03-09,22:36:00,83.57,4,0.30032
28.05,73.68,15.27,11166.1,2025-03-09,22:40:00,82.89,4,1.11661
26.96,73.75,15.34,7289.32,2025-03-09,22:44:00,83.59,4,0.728932
28.17,65.91,15.41,10904.51,2025-03-09,22:48:00,82.99,4,1.090451
26.24,79.93,15.47,2762.53,2025-03-09,22:52:00,84.21,4,0.276253
24.28,68.83,15.54,9974.33,2025-03-09,22:56:00,84.05,4,0.997433
27.11,64.36,15.61,3754.97,2025-03-09,23:00:00,81.95,4,0.37549699999999997
28.61,70.92,15.67,1882.29,2025-03-09,23:04:00,83.35,4,0.188229
28.48,74.31,15.74,4867.03,2025-03-09,23:08:00,82.64,4,0.486703
23.14,84.25,15.81,3823.09,2025-03-09,23:12:00,83.28,4,0.382309
26.93,74.6,15.87,3966.5,2025-03-09,23:16:00,82.24,4,0.39665
27.81,71.97,15.94,4559.73,2025-03-09,23:20:00,83.59,4,0.45597299999999996
26.57,74.21,16.01,9688.81,2025-03-09,23:24:00,83.33,4,0.968881
27.89,66.78,16.07,6580.12,2025-03-09,23:28:00,82.07,4,0.658012
23.2,71.2,16.14,7463.64,2025-03-09,23:32:00,82.63,4,0.746364
23.59,75.99,16.21,6915.53,2025-03-09,23:36:00,82.76,4,0.691553
26.91,61.15,16.27,2838.99,2025-03-09,23:40:00,82.99,4,0.28389899999999996
24.9,71.12,16.34,1135.81,2025-03-09,23:44:00,82.58,4,0.113581
27.79,65.66,16.41,4556.16,2025-03-09,23:48:00,82.93,4,0.45561599999999997
25.91,74.05,16.47,6756.43,2025-03-09,23:52:00,82.45,4,0.675643
23.36,76.06,16.54,5899.21,2025-03-09,23:56:00,82.75,4,0.589921
23.11,82.77,16.61,5361.83,2025-03-10,00:00:00,81.71,4,0.536183
21.09,82.47,16.68,7209.24,2025-03-10,00:04:00,82.34,4,0.720924
26.07,67.7,16.74,4981.19,2025-03-10,00:08:00,82.88,4,0.498119
24.31,76.9,16.81,5225.69,2025-03-10,00:12:00,82.96,4,0.522569
26.22,62.04,16.88,3085.29,2025-03-10,00:16:00,82.29,4,0.308529
24.74,76.55,16.94,11412.36,2025-03-10,00:20:00,82.11,4,1.1412360000000001
24.3,69.82,17.01,1540.47,2025-03-10,00:24:00,82.8,4,0.154047
25.54,68.65,17.08,9935.71,2025-03-10,00:28:00,82.02,4,0.9935709999999999
23.55,81.39,17.14,1473.04,2025-03-10,00:32:00,82.59,4,0.147304
22.92,77.57,17.21,8175.03,2025-03-10,00:36:00,81.92,4,0.817503
23.42,73.9,17.28,5192.38,2025-03-10,00:40:00,81.94,4,0.519238
24.94,77.67,17.34,9301.76,2025-03-10,00:44:00,81.33,4,0.930176
21.21,85.56,17.41,7865.77,2025-03-10,00:48:00,81.21,4,0.7865770000000001
24.77,67.84,17.48,2150.18,2025-03-10,00:52:00,82.27,4,0.215018
22.88,72.11,17.54,1041.18,2025-03-10,00:56:00,82.6,4,0.104118
21.82,81.33,17.61,3269.62,2025-03-10,01:00:00,81.74,4,0.326962
22.79,77.35,17.68,4160.7,2025-03-10,01:04:00,81.56,4,0.41607
24.6,63.79,17.74,6446.95,2025-03-10,01:08:00,82.11,4,0.644695
24.42,82.29,17.81,4711.21,2025-03-10,01:12:00,81.72,4,0.471121
22.69,73.55,17.88,3429.24,2025-03-10,01:16:00,80.3,4,0.34292399999999995
22.99,70.49,17.94,5902.97,2025-03-10,01:20:00,81.95,4,0.5902970000000001
21.65,77.58,18.01,9434.41,2025-03-10,01:24:00,80.74,4,0.943441
20.22,84.18,18.08,9418.34,2025-03-10,01:28:00,81.35,4,0.9418340000000001
22.11,82.51,18.14,5334.9,2025-03-10,01:32:00,81.09,4,0.5334899999999999
20.15,80.06,18.21,6451.08,2025-03-10,01:36:00,80.95,4,0.645108
18.82,94.45,18.28,1159.46,2025-03-10,01:40:00,81.24,4,0.11594600000000001
19.85,94.34,18.34,7809.28,2025-03-10,01:44:00,81.62,4,0.780928
17.24,86.38,18.41,13917.46,2025-03-10,01:48:00,81.14,4,1.391746
17.87,82.88,18.48,4588.78,2025-03-10,01:52:00,81.78,4,0.45887799999999995
24.23,71.97,18.54,7321.87,2025-03-10,01:56:00,81.8,4,0.732187
22.25,75.86,18.61,6372.13,2025-03-10,02:00:00,81.75,4,0.637213
19.35,88.46,18.68,5062.12,2025-03-10,02:04:00,80.91,4,0.506212
20.7,80.64,18.74,7892.57,2025-03-10,02:08:00,80.65,4,0.789257
17.58,87.99,18.81,3460.06,2025-03-10,02:12:00,80.82,4,0.346006
20.63,82.53,18.88,4190.73,2025-03-10,02:16:00,81.36,4,0.419073
19.65,83.56,18.94,3502.26,2025-03-10,02:20:00,81.28,4,0.35022600000000004
17.54,89.13,19.01,15545.03,2025-03-10,02:24:00,79.4,4,1.554503
18.13,86.94,19.08,2989.51,2025-03-10,02:28:00,80.81,4,0.298951
17.82,85.65,19.14,7361.32,2025-03-10,02:32:00,79.42,4,0.736132
20.14,89.02,19.21,2876.62,2025-03-10,02:36:00,80.55,4,0.287662
18.1,76.25,19.28,5906.7,2025-03-10,02:40:00,80.25,4,0.59067
14.94,89.01,19.34,6934.35,2025-03-10,02:44:00,80.05,4,0.693435
17.02,81.83,19.41,1439.24,2025-03-10,02:48:00,80.84,4,0.143924
16.19,90.32,19.48,2035.66,2025-03-10,02:52:00,80.05,4,0.203566
14.62,79.89,19.54,2871.95,2025-03-10,02:56:00,80.32,4,0.287195
15.89,87.33,19.61,2195.88,2025-03-10,03:00:00,79.81,4,0.219588
12.93,93.02,19.68,2647.33,2025-03-10,03:04:00,80.27,4,0.264733
15.21,93.29,19.74,6236.98,2025-03-10,03:08:00,80.66,4,0.623698
17.3,81.93,19.81,3682.55,2025-03-10,03:12:00,79.7,4,0.368255
17.65,97.47,19.88,7881.85,2025-03-10,03:16:00,80.41,4,0.788185
17.59,80.69,19.94,13318.83,2025-03-10,03:20:00,80.07,4,1.331883
18.33,76.81,20.01,2047.58,2025-03-10,03:24:00,80.02,4,0.204758
18.63,85.09,20.08,14164.74,2025-03-10,03:28:00,79.77,4,1.416474
14.04,88.3,20.14,8721.28,2025-03-10,03:32:00,80.29,4,0.872128
13.18,99.44,20.21,7163.5,2025-03-10,03:36:00,80.19,4,0.71635
15.86,78.26,20.28,5149.39,2025-03-10,03:40:00,79.74,4,0.514939
16.71,85.11,20.34,5707.18,2025-03-10,03:44:00,79.86,4,0.5707180000000001
13.79,93.41,20.41,2630.65,2025-03-10,03:48:00,80.08,4,0.263065
15.83,82.92,20.48,5492.03,2025-03-10,03:52:00,79.94,4,0.549203
18.8,74.84,20.54,31296.93,2025-03-10,03:56:00,79.46,4,3.129693
12.33,98.75,20.61,2752.23,2025-03-10,04:00:00,80.15,4,0.275223
14.86,83.51,20.68,7646.65,2025-03-10,04:04:00,79.96,4,0.7646649999999999
16.78,90.05,20.74,9783.92,2025-03-10,04:08:00,80.53,4,0.978392
14.16,84.14,20.81,3205.82,2025-03-10,04:12:00,78.64,4,0.32058200000000003
15.23,85.55,20.88,6639.56,2025-03-10,04:16:00,79.73,4,0.663956
16.08,89.66,20.94,7858.94,2025-03-10,04:20:00,79.91,4,0.785894
13.52,91.49,21.01,14830.16,2025-03-10,04:24:00,79.79,4,1.483016
