temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,ID
27.48,46.45,51,2009,4/30/2025,15:16:16,61.83,1,30262
27.46,46.47,51,1998.5,4/30/2025,15:16:28,61.78,1,30263
27.46,46.38,51.01,2000,4/30/2025,15:16:40,61.73,1,30264
27.45,46.45,51.01,1986,4/30/2025,15:16:52,61.68,1,30265
27.45,46.57,51.02,1998.5,4/30/2025,15:17:04,61.63,1,30266
27.43,46.6,51.02,1989.5,4/30/2025,15:17:15,61.59,1,30267
27.42,46.32,51.02,1995.5,4/30/2025,15:17:27,61.54,1,30268
27.42,46.21,51.02,1997.5,4/30/2025,15:17:39,61.5,1,30269
27.42,46.37,51.03,1997.5,4/30/2025,15:17:50,61.45,1,30270
27.43,46.38,51.03,1992,4/30/2025,15:18:02,61.4,1,30271
27.41,46.33,51.03,1983,4/30/2025,15:18:14,61.36,1,30272
27.41,46.38,51.04,1999.5,4/30/2025,15:18:25,61.31,1,30273
27.41,46.48,51.04,2008,4/30/2025,15:18:37,61.27,1,30274
27.38,46.44,51.04,1983.5,4/30/2025,15:18:49,61.22,1,30275
27.39,46.35,51.05,1989,4/30/2025,15:19:01,61.17,1,30276
27.38,46.55,51.05,1990,4/30/2025,15:19:12,61.13,1,30277
27.38,46.38,51.05,1991.5,4/30/2025,15:19:24,61.08,1,30278
27.38,46.21,51.06,2008,4/30/2025,15:19:36,61.03,1,30279
27.37,46.38,51.06,1968,4/30/2025,15:19:48,60.98,1,30280
27.37,46.33,51.06,1976,4/30/2025,15:19:59,60.94,1,30281
27.37,46.26,51.07,1951.5,4/30/2025,15:20:11,60.89,1,30282
27.37,46.39,51.07,1960,4/30/2025,15:20:23,60.85,1,30283
27.36,46.35,51.07,1973.5,4/30/2025,15:20:35,60.8,1,30284
27.35,46.35,51.08,1976,4/30/2025,15:20:47,60.75,1,30285
27.35,46.25,51.08,1968,4/30/2025,15:20:59,60.7,1,30286
27.35,46.25,51.08,1970,4/30/2025,15:21:11,60.65,1,30287
27.34,46.09,51.09,1953,4/30/2025,15:21:22,60.61,1,30288
27.33,45.87,51.09,1973.5,4/30/2025,15:21:34,60.56,1,30289
27.29,46.12,51.09,1973,4/30/2025,15:21:46,60.52,1,30290
27.29,46.21,51.1,1950,4/30/2025,15:21:58,60.47,1,30291
27.31,46.01,51.1,1958.5,4/30/2025,15:22:09,60.42,1,30292
27.28,45.98,51.1,1939,4/30/2025,15:22:21,60.38,1,30293
27.27,45.98,51.11,1960,4/30/2025,15:22:33,60.33,1,30294
27.25,46.08,51.11,1962.5,4/30/2025,15:22:45,60.28,1,30295
27.26,45.88,51.11,1955.5,4/30/2025,15:22:56,60.24,1,30296
27.23,46,51.12,1960,4/30/2025,15:23:09,60.19,1,30297
27.23,46.14,51.12,1963.5,4/30/2025,15:23:21,60.14,1,30298
27.23,46.03,51.12,1971,4/30/2025,15:23:35,60.08,1,30299
27.24,45.83,51.13,1974.5,4/30/2025,15:23:46,60.04,1,30300
27.23,46.06,51.13,1977.5,4/30/2025,15:23:58,59.99,1,30301
27.21,46.03,51.13,1965,4/30/2025,15:24:10,59.94,1,30302
27.21,46.06,51.14,1976,4/30/2025,15:24:25,59.88,1,30303
27.2,46.12,51.14,1962.5,4/30/2025,15:24:37,59.84,1,30304
27.21,45.95,51.14,1960,4/30/2025,15:24:49,59.79,1,30305
27.2,45.98,51.15,1979,4/30/2025,15:25:01,59.74,1,30306
27.17,45.98,51.15,1967,4/30/2025,15:25:12,59.7,1,30307
27.17,46.06,51.15,1976,4/30/2025,15:25:24,59.65,1,30308
27.17,46.16,51.16,1944,4/30/2025,15:25:36,59.6,1,30309
27.18,45.96,51.16,1965.5,4/30/2025,15:25:48,59.56,1,30310
27.17,45.97,51.16,1943,4/30/2025,15:25:59,59.51,1,30311
27.15,46.16,51.17,1958.5,4/30/2025,15:26:11,59.46,1,30312
27.19,46.15,51.17,1973,4/30/2025,15:26:23,59.42,1,30313
27.18,46.07,51.17,1958.5,4/30/2025,15:26:35,59.37,1,30314
27.18,46.05,51.18,1963,4/30/2025,15:26:46,59.33,1,30315
27.17,46.08,51.18,1950.5,4/30/2025,15:26:58,59.28,1,30316
27.18,46.08,51.18,1952,4/30/2025,15:27:10,59.23,1,30317
27.16,45.62,51.19,1959.5,4/30/2025,15:27:21,59.19,1,30318
27.16,45.68,51.19,1951.5,4/30/2025,15:27:33,59.14,1,30319
27.13,45.91,51.19,1967,4/30/2025,15:27:45,59.09,1,30320
27.12,45.64,51.2,1960.5,4/30/2025,15:27:57,59.04,1,30321
27.11,45.56,51.2,1966.5,4/30/2025,15:28:09,59,1,30322
27.09,45.86,51.2,1955.5,4/30/2025,15:28:24,58.94,1,30323
27.1,45.89,51.21,1977.5,4/30/2025,15:28:36,58.89,1,30324
27.09,45.93,51.21,1955.5,4/30/2025,15:28:48,58.84,1,30325
27.09,45.85,51.21,1950.5,4/30/2025,15:28:59,58.8,1,30326
27.11,45.84,51.22,1959,4/30/2025,15:29:11,58.75,1,30327
27.11,45.8,51.22,1960,4/30/2025,15:29:23,58.7,1,30328
27.1,45.75,51.22,1954.5,4/30/2025,15:29:35,58.65,1,30329
27.1,45.78,51.23,1942.5,4/30/2025,15:29:47,58.61,1,30330
27.09,45.93,51.23,1947.5,4/30/2025,15:29:58,58.56,1,30331
27.09,45.88,51.23,1968.5,4/30/2025,15:30:10,58.52,1,30332
27.11,45.87,51.24,1963,4/30/2025,15:30:22,58.47,1,30333
27.1,45.81,51.24,1952.5,4/30/2025,15:30:34,58.42,1,30334
27.09,45.79,51.24,1944,4/30/2025,15:30:46,58.37,1,30335
27.08,45.67,51.25,1968,4/30/2025,15:30:58,58.33,1,30336
27.08,45.74,51.25,1953,4/30/2025,15:31:09,58.28,1,30337
27.06,45.79,51.25,1966.5,4/30/2025,15:31:21,58.23,1,30338
27.07,45.68,51.26,1969,4/30/2025,15:31:33,58.19,1,30339
27.04,45.71,51.26,1969.5,4/30/2025,15:31:45,58.14,1,30340
27.04,45.58,51.26,1957.5,4/30/2025,15:31:56,58.1,1,30341
27.05,45.54,51.27,1922.5,4/30/2025,15:32:08,58.05,1,30342
27.03,45.58,51.27,1959.5,4/30/2025,15:32:20,58,1,30343
27.04,45.56,51.27,1954,4/30/2025,15:32:32,57.95,1,30344
27.01,45.5,51.28,1949.5,4/30/2025,15:32:43,57.91,1,30345
27.01,45.62,51.28,1927.5,4/30/2025,15:32:55,57.86,1,30346
27.02,45.68,51.28,1957.5,4/30/2025,15:33:07,57.81,1,30347
27.03,45.74,51.29,1954,4/30/2025,15:33:19,57.77,1,30348
27.02,45.68,51.29,1953,4/30/2025,15:33:31,57.72,1,30349
27,45.78,51.29,1943,4/30/2025,15:33:42,57.67,1,30350
27.02,45.69,51.3,1950,4/30/2025,15:33:56,57.62,1,30351
27.01,45.48,51.3,1945.5,4/30/2025,15:34:08,57.57,1,30352
27.01,45.65,51.3,1952.5,4/30/2025,15:34:19,57.53,1,30353
27,45.6,51.31,1952,4/30/2025,15:34:31,57.48,1,30354
27.02,45.55,51.31,1951.5,4/30/2025,15:34:43,57.43,1,30355
27.01,45.45,51.31,1958.5,4/30/2025,15:34:54,57.39,1,30356
26.99,45.33,51.32,1957,4/30/2025,15:35:06,57.34,1,30357
26.99,45.56,51.32,1953.5,4/30/2025,15:35:18,57.29,1,30358
26.96,45.31,51.32,1953.5,4/30/2025,15:35:29,57.25,1,30359
26.96,45.28,51.33,1955,4/30/2025,15:35:41,57.2,1,30360
26.95,45.27,51.33,1954,4/30/2025,15:35:53,57.15,1,30361
26.95,45.55,51.33,1950,4/30/2025,15:36:05,57.11,1,30362
26.96,45.28,51.34,1945,4/30/2025,15:36:17,57.06,1,30363
26.95,45.42,51.34,1950.5,4/30/2025,15:36:28,57.02,1,30364
26.96,45.53,51.34,1949.5,4/30/2025,15:36:40,56.97,1,30365
26.95,45.38,51.34,1954.5,4/30/2025,15:36:52,56.92,1,30366
26.97,45.49,51.35,1952,4/30/2025,15:37:04,56.87,1,30367
26.96,45.17,51.35,1944.5,4/30/2025,15:37:15,56.83,1,30368
26.95,45.14,51.35,1934.5,4/30/2025,15:37:27,56.78,1,30369
26.96,45.33,51.36,1959,4/30/2025,15:37:39,56.73,1,30370
26.94,45.41,51.36,1946.5,4/30/2025,15:37:50,56.69,1,30371
26.94,45.17,51.36,1957,4/30/2025,15:38:02,56.64,1,30372
26.92,45.31,51.37,1967,4/30/2025,15:38:14,56.6,1,30373
26.93,45.07,51.37,1955.5,4/30/2025,15:38:26,56.55,1,30374
26.91,45.14,51.37,1954.5,4/30/2025,15:38:38,56.5,1,30375
26.92,45.17,51.38,1953.5,4/30/2025,15:38:49,56.46,1,30376
26.92,45.11,51.38,1949,4/30/2025,15:39:01,56.41,1,30377
26.89,45.21,51.38,1955.5,4/30/2025,15:39:13,56.36,1,30378
26.9,45.22,51.39,1937,4/30/2025,15:39:24,56.32,1,30379
26.9,45.17,51.39,1944,4/30/2025,15:39:36,56.27,1,30380
26.87,45.17,51.39,1917,4/30/2025,15:39:48,56.22,1,30381
26.9,45.19,51.4,1945.5,4/30/2025,15:40:02,56.17,1,30382
26.9,45.4,51.4,1948,4/30/2025,15:40:14,56.12,1,30383
26.9,45.39,51.4,1942.5,4/30/2025,15:40:26,56.07,1,30384
26.91,45.36,51.41,1953.5,4/30/2025,15:40:38,56.02,1,30385
26.9,45.31,51.41,1947,4/30/2025,15:40:49,55.98,1,30386
26.88,45.42,51.41,1959,4/30/2025,15:41:01,55.93,1,30387
26.91,45.48,51.42,1973.5,4/30/2025,15:41:14,55.88,1,30388
26.89,45.38,51.42,1953.5,4/30/2025,15:41:26,55.83,1,30389
26.91,45.2,51.42,1952,4/30/2025,15:41:38,55.79,1,30390
26.9,45.17,51.43,1944,4/30/2025,15:41:49,55.74,1,30391
26.9,45.29,51.43,1960,4/30/2025,15:42:01,55.69,1,30392
26.88,45.39,51.43,1951,4/30/2025,15:42:13,55.65,1,30393
26.9,45.43,51.44,1960.5,4/30/2025,15:42:25,55.6,1,30394
26.88,45.29,51.44,1955.5,4/30/2025,15:42:36,55.56,1,30395
26.9,45.24,51.44,1945,4/30/2025,15:42:52,55.49,1,30396
26.89,45.04,51.45,1955.5,4/30/2025,15:43:03,55.45,1,30397
26.88,45.18,51.45,1944,4/30/2025,15:43:15,55.4,1,30398
26.88,45.22,51.45,1967.5,4/30/2025,15:43:27,55.35,1,30399
26.88,45.37,51.46,1953.5,4/30/2025,15:43:38,55.31,1,30400
26.9,45.37,51.46,1958,4/30/2025,15:43:50,55.26,1,30401
26.89,45.33,51.46,1944,4/30/2025,15:44:02,55.21,1,30402
26.9,45.31,51.47,1952,4/30/2025,15:44:13,55.17,1,30403
26.89,45.21,51.47,1957.5,4/30/2025,15:44:25,55.12,1,30404
26.9,45.31,51.47,1949.5,4/30/2025,15:44:37,55.08,1,30405
26.89,45.29,51.48,1949.5,4/30/2025,15:44:58,54.99,1,30406
26.89,45.26,51.48,1947,4/30/2025,15:45:10,54.94,1,30407
26.88,45.34,51.49,1923,4/30/2025,15:45:22,54.9,1,30408
26.87,45.36,51.49,1918.5,4/30/2025,15:45:38,54.83,1,30409
26.87,45.34,51.49,1953,4/30/2025,15:45:50,54.79,1,30410
26.89,45.25,51.5,1947,4/30/2025,15:46:02,54.74,1,30411
26.89,45.32,51.5,1958.5,4/30/2025,15:46:14,54.69,1,30412
26.89,45.22,51.5,1955,4/30/2025,15:46:26,54.64,1,30413
26.88,45.22,51.51,1939.5,4/30/2025,15:46:37,54.6,1,30414
26.91,45.14,51.51,1952,4/30/2025,15:46:49,54.55,1,30415
26.88,45.18,51.51,1946.5,4/30/2025,15:47:01,54.5,1,30416
26.89,45.07,51.52,1946.5,4/30/2025,15:47:13,54.46,1,30417
26.89,45.12,51.52,1955,4/30/2025,15:47:24,54.41,1,30418
26.89,45.28,51.52,1926.5,4/30/2025,15:47:37,54.36,1,30419
26.89,45.23,51.53,1952,4/30/2025,15:47:48,54.32,1,30420
26.89,45.25,51.53,1936,4/30/2025,15:48:00,54.27,1,30421
26.89,45.22,51.53,1950.5,4/30/2025,15:48:12,54.22,1,30422
26.88,45.21,51.54,1944,4/30/2025,15:48:23,54.18,1,30423
26.88,45.09,51.54,1941.5,4/30/2025,15:48:35,54.13,1,30424
26.85,45.14,51.54,1949,4/30/2025,15:48:47,54.08,1,30425
26.86,45.28,51.55,1946,4/30/2025,15:48:59,54.04,1,30426
26.84,45.34,51.55,1959,4/30/2025,15:49:10,53.99,1,30427
26.85,45.28,51.55,1939.5,4/30/2025,15:49:22,53.94,1,30428
26.82,45.37,51.56,1943.5,4/30/2025,15:49:34,53.9,1,30429
26.84,45.31,51.56,1948,4/30/2025,15:49:46,53.85,1,30430
26.87,45.23,51.56,1944,4/30/2025,15:49:58,53.8,1,30431
26.84,45.14,51.57,1947,4/30/2025,15:50:09,53.76,1,30432
26.86,45.16,51.57,1955,4/30/2025,15:50:21,53.71,1,30433
26.84,45.21,51.57,1960,4/30/2025,15:50:33,53.66,1,30434
26.84,45.25,51.58,1963.5,4/30/2025,15:50:45,53.62,1,30435
26.84,45.31,51.58,1964.5,4/30/2025,15:50:56,53.57,1,30436
26.87,45.17,51.58,1952.5,4/30/2025,15:51:08,53.52,1,30437
26.84,45.24,51.59,1950.5,4/30/2025,15:51:20,53.48,1,30438
26.86,45.3,51.59,1963.5,4/30/2025,15:51:31,53.43,1,30439
26.86,45.18,51.59,1955,4/30/2025,15:51:43,53.38,1,30440
26.83,45.2,51.6,1930.5,4/30/2025,15:51:55,53.34,1,30441
26.85,45.19,51.6,1954.5,4/30/2025,15:52:07,53.29,1,30442
26.84,45.05,51.6,1934,4/30/2025,15:52:19,53.24,1,30443
26.83,45.08,51.61,1949,4/30/2025,15:52:31,53.19,1,30444
26.8,45.04,51.61,1952.5,4/30/2025,15:52:42,53.15,1,30445
26.8,45.3,51.61,1949,4/30/2025,15:52:54,53.1,1,30446
26.81,45.37,51.62,1947,4/30/2025,15:53:07,53.05,1,30447
26.82,45.32,51.62,1925,4/30/2025,15:53:19,53,1,30448
26.82,45.29,51.62,1935.5,4/30/2025,15:53:30,52.96,1,30449
26.83,45.29,51.63,1928,4/30/2025,15:53:42,52.91,1,30450
26.82,45.21,51.63,1949.5,4/30/2025,15:53:54,52.87,1,30451
26.81,45.13,51.63,1944,4/30/2025,15:54:06,52.82,1,30452
26.8,45.25,51.64,1947,4/30/2025,15:54:17,52.77,1,30453
26.78,45.14,51.64,1929.5,4/30/2025,15:54:29,52.73,1,30454
26.8,45.24,51.64,1957.5,4/30/2025,15:54:41,52.68,1,30455
26.78,45.37,51.65,1952.5,4/30/2025,15:54:57,52.62,1,30456
26.79,45.3,51.65,1944.5,4/30/2025,15:55:09,52.57,1,30457
26.78,45.36,51.65,1964,4/30/2025,15:55:21,52.52,1,30458
26.76,45.26,51.66,1955,4/30/2025,15:55:32,52.48,1,30459
26.75,45.23,51.66,1957.5,4/30/2025,15:55:44,52.43,1,30460
26.75,45.3,51.66,1944,4/30/2025,15:55:56,52.38,1,30461
26.77,45.39,51.67,1947.5,4/30/2025,15:56:08,52.33,1,30462
26.77,45.36,51.67,1944.5,4/30/2025,15:56:20,52.29,1,30463
26.77,45.23,51.67,1949,4/30/2025,15:56:31,52.24,1,30464
26.79,45.19,51.68,1951,4/30/2025,15:56:43,52.19,1,30465
26.77,45.25,51.68,1944.5,4/30/2025,15:56:55,52.15,1,30466
26.77,45.35,51.68,1939.5,4/30/2025,15:57:06,52.1,1,30467
26.76,45.18,51.69,1957.5,4/30/2025,15:57:18,52.06,1,30468
26.77,45.22,51.69,1944,4/30/2025,15:57:30,52.01,1,30469
26.77,45.34,51.69,1950,4/30/2025,15:57:42,51.96,1,30470
26.78,45.27,51.7,1950.5,4/30/2025,15:57:54,51.91,1,30471
26.79,45.21,51.7,1949.5,4/30/2025,15:58:05,51.87,1,30472
26.79,45.21,51.7,1943.5,4/30/2025,15:58:17,51.82,1,30473
26.78,45.18,51.71,1935.5,4/30/2025,15:58:29,51.77,1,30474
26.78,45.04,51.71,1912,4/30/2025,15:58:41,51.73,1,30475
26.77,45.14,51.71,1943.5,4/30/2025,15:58:52,51.68,1,30476
26.74,45.01,51.72,1937.5,4/30/2025,15:59:04,51.63,1,30477
26.75,45.06,51.72,1922,4/30/2025,15:59:16,51.59,1,30478
26.75,45.13,51.72,1936,4/30/2025,15:59:27,51.54,1,30479
26.76,45.1,51.72,1963.5,4/30/2025,15:59:39,51.5,1,30480
26.76,45.17,51.73,1943,4/30/2025,15:59:51,51.45,1,30481
26.77,45.21,51.73,1946.5,4/30/2025,16:00:03,51.4,1,30482
26.76,45.25,51.73,1950.5,4/30/2025,16:00:14,51.36,1,30483
26.79,45.25,51.74,1951,4/30/2025,16:00:26,51.31,1,30484
26.78,45.11,51.74,1912,4/30/2025,16:00:38,51.26,1,30485
26.77,45.04,51.74,1936.5,4/30/2025,16:00:50,51.21,1,30486
26.76,45.02,51.75,1933.5,4/30/2025,16:01:01,51.17,1,30487
26.76,45.14,51.75,1943.5,4/30/2025,16:01:13,51.12,1,30488
26.73,45.08,51.75,1927,4/30/2025,16:01:25,51.08,1,30489
26.73,45.06,51.76,1913,4/30/2025,16:01:37,51.03,1,30490
26.71,45.13,51.76,1940,4/30/2025,16:01:49,50.98,1,30491
26.71,45.27,51.76,1939,4/30/2025,16:02:00,50.94,1,30492
26.71,45.14,51.77,1933,4/30/2025,16:02:12,50.89,1,30493
26.72,45.13,51.77,1932.5,4/30/2025,16:02:24,50.84,1,30494
26.71,45.16,51.77,1930.5,4/30/2025,16:02:36,50.79,1,30495
26.73,45.19,51.78,1940.5,4/30/2025,16:02:47,50.75,1,30496
26.72,45.14,51.78,1938.5,4/30/2025,16:02:59,50.7,1,30497
26.72,45.19,51.78,1941.5,4/30/2025,16:03:11,50.65,1,30498
26.72,45.15,51.79,1942.5,4/30/2025,16:03:22,50.61,1,30499
26.72,45.18,51.79,1939.5,4/30/2025,16:03:34,50.56,1,30500
26.73,45.18,51.79,1930.5,4/30/2025,16:03:46,50.52,1,30501
26.7,45.25,51.8,1937,4/30/2025,16:04:00,50.46,1,30502
26.69,45.16,51.8,1921,4/30/2025,16:04:13,50.41,1,30503
26.69,45.23,51.8,1927.5,4/30/2025,16:04:25,50.36,1,30504
26.73,45.24,51.81,1919.5,4/30/2025,16:04:37,50.31,1,30505
26.72,45.2,51.81,1925.5,4/30/2025,16:04:48,50.27,1,30506
26.72,45.12,51.81,1918,4/30/2025,16:05:00,50.22,1,30507
26.72,45.16,51.82,1926,4/30/2025,16:05:12,50.17,1,30508
26.7,45.14,51.82,1937.5,4/30/2025,16:05:24,50.13,1,30509
26.72,45.22,51.82,1939.5,4/30/2025,16:05:35,50.08,1,30510
26.73,45.2,51.83,1921,4/30/2025,16:05:47,50.04,1,30511
26.72,45.31,51.83,1936,4/30/2025,16:05:59,49.99,1,30512
26.71,45.2,51.83,1928.5,4/30/2025,16:06:10,49.94,1,30513
26.71,45.16,51.84,1939,4/30/2025,16:06:22,49.9,1,30514
26.7,45.21,51.84,1938.5,4/30/2025,16:06:34,49.85,1,30515
26.7,45.17,51.84,1944,4/30/2025,16:06:46,49.8,1,30516
26.7,45.2,51.85,1933.5,4/30/2025,16:06:58,49.75,1,30517
26.7,45.32,51.85,1955.5,4/30/2025,16:07:09,49.71,1,30518
26.69,45.29,51.85,1942.5,4/30/2025,16:07:21,49.66,1,30519
26.7,45.22,51.86,1953.5,4/30/2025,16:07:33,49.62,1,30520
26.71,45.25,51.86,1936,4/30/2025,16:07:44,49.57,1,30521
26.71,45.19,51.86,1924.5,4/30/2025,16:07:56,49.52,1,30522
26.69,45.27,51.87,1941,4/30/2025,16:08:08,49.48,1,30523
26.69,45.28,51.87,1919,4/30/2025,16:08:20,49.43,1,30524
26.69,45.24,51.87,1930.5,4/30/2025,16:08:31,49.38,1,30525
26.66,45.25,51.88,1925.5,4/30/2025,16:08:43,49.34,1,30526
26.69,45.31,51.88,1947.5,4/30/2025,16:08:55,49.29,1,30527
26.69,45.35,51.88,1920.5,4/30/2025,16:09:07,49.24,1,30528
26.67,45.34,51.89,1896.5,4/30/2025,16:09:18,49.2,1,30529
26.68,45.36,51.89,1927.5,4/30/2025,16:09:30,49.15,1,30530
26.67,45.36,51.89,1928.5,4/30/2025,16:09:42,49.1,1,30531
26.65,45.37,51.9,1893.5,4/30/2025,16:09:54,49.06,1,30532
26.67,45.4,51.9,1918,4/30/2025,16:10:06,49.01,1,30533
26.67,45.44,51.9,1914.5,4/30/2025,16:10:17,48.96,1,30534
26.66,45.52,51.91,1927,4/30/2025,16:10:29,48.92,1,30535
26.68,45.53,51.91,1927.5,4/30/2025,16:10:41,48.87,1,30536
26.66,45.54,51.91,1927.5,4/30/2025,16:10:53,48.82,1,30537
26.63,45.53,51.92,1931,4/30/2025,16:11:05,48.77,1,30538
26.64,45.58,51.92,1927.5,4/30/2025,16:11:16,48.73,1,30539
26.65,45.6,51.92,1933.5,4/30/2025,16:11:28,48.68,1,30540
26.65,45.65,51.92,1928.5,4/30/2025,16:11:40,48.63,1,30541
26.66,45.66,51.93,1930.5,4/30/2025,16:11:52,48.59,1,30542
26.64,45.74,51.93,1896,4/30/2025,16:12:04,48.54,1,30543
26.65,45.67,51.93,1893,4/30/2025,16:12:15,48.5,1,30544
26.66,45.72,51.94,1937,4/30/2025,16:12:27,48.45,1,30545
26.65,45.71,51.94,1935,4/30/2025,16:12:39,48.4,1,30546
26.67,45.77,51.94,1924.5,4/30/2025,16:12:50,48.36,1,30547
26.68,45.74,51.95,1944,4/30/2025,16:13:02,48.31,1,30548
26.66,45.77,51.95,1930.5,4/30/2025,16:13:14,48.26,1,30549
26.67,45.85,51.95,1933,4/30/2025,16:13:26,48.21,1,30550
26.68,45.9,51.96,1912,4/30/2025,16:13:38,48.17,1,30551
26.68,45.9,51.96,1946.5,4/30/2025,16:13:49,48.12,1,30552
26.7,45.85,51.96,1935,4/30/2025,16:14:01,48.08,1,30553
26.7,45.88,51.97,1915.5,4/30/2025,16:14:13,48.03,1,30554
26.7,45.87,51.97,1928,4/30/2025,16:14:24,47.98,1,30555
26.67,45.84,51.97,1936,4/30/2025,16:14:36,47.94,1,30556
26.67,45.9,51.98,1931.5,4/30/2025,16:14:48,47.89,1,30557
26.69,45.95,51.98,1918,4/30/2025,16:14:59,47.85,1,30558
26.72,45.88,51.98,1938,4/30/2025,16:15:11,47.8,1,30559
26.68,45.86,51.99,1944,4/30/2025,16:15:23,47.75,1,30560
26.69,45.93,51.99,1942,4/30/2025,16:15:35,47.7,1,30561
26.72,45.91,51.99,1939.5,4/30/2025,16:15:49,47.65,1,30562
26.7,45.9,52,1941,4/30/2025,16:16:00,47.6,1,30563
26.71,45.88,52,1944.5,4/30/2025,16:16:12,47.56,1,30564
26.71,45.87,52,1936,4/30/2025,16:16:24,47.51,1,30565
26.69,45.9,52.01,1938.5,4/30/2025,16:16:36,47.46,1,30566
26.7,45.91,52.01,1899.5,4/30/2025,16:16:47,47.42,1,30567
26.71,45.92,52.01,1945.5,4/30/2025,16:16:59,47.37,1,30568
26.7,45.88,52.02,1945,4/30/2025,16:17:11,47.32,1,30569
26.69,45.89,52.02,1944,4/30/2025,16:17:22,47.28,1,30570
26.71,45.93,52.02,1947.5,4/30/2025,16:17:34,47.23,1,30571
26.72,45.9,52.03,1912,4/30/2025,16:17:46,47.18,1,30572
26.69,45.92,52.03,1936.5,4/30/2025,16:17:58,47.13,1,30573
26.69,45.94,52.03,1942.5,4/30/2025,16:18:10,47.09,1,30574
26.7,45.96,52.04,1960.5,4/30/2025,16:18:21,47.04,1,30575
26.67,45.98,52.04,1936,4/30/2025,16:18:33,47,1,30576
26.68,45.98,52.04,1952.5,4/30/2025,16:18:49,46.93,1,30577
26.68,46.02,52.05,1928,4/30/2025,16:19:02,46.88,1,30578
26.7,46,52.05,1936.5,4/30/2025,16:19:14,46.83,1,30579
26.71,45.99,52.05,1939.5,4/30/2025,16:19:26,46.79,1,30580
26.69,45.98,52.06,1959.5,4/30/2025,16:19:38,46.74,1,30581
26.69,45.99,52.06,1937,4/30/2025,16:19:50,46.69,1,30582
26.68,45.95,52.06,1950,4/30/2025,16:20:02,46.64,1,30583
26.68,46.01,52.07,1944,4/30/2025,16:20:13,46.6,1,30584
26.69,46.04,52.07,1916.5,4/30/2025,16:20:25,46.55,1,30585
26.7,46.02,52.07,1943,4/30/2025,16:20:37,46.5,1,30586
26.69,45.99,52.08,1944,4/30/2025,16:20:49,46.46,1,30587
26.68,46.03,52.08,1967.5,4/30/2025,16:21:00,46.41,1,30588
26.69,45.99,52.08,1939.5,4/30/2025,16:21:12,46.37,1,30589
26.67,45.98,52.09,1946.5,4/30/2025,16:21:24,46.32,1,30590
26.69,46.02,52.09,1944,4/30/2025,16:21:36,46.27,1,30591
26.68,46.06,52.09,1943.5,4/30/2025,16:21:48,46.22,1,30592
26.66,46.04,52.1,1939.5,4/30/2025,16:22:03,46.16,1,30593
26.68,46.07,52.1,1944,4/30/2025,16:22:15,46.12,1,30594
26.7,46.07,52.11,1947.5,4/30/2025,16:22:37,46.03,1,30595
26.69,46.07,52.11,1949.5,4/30/2025,16:22:49,45.98,1,30596
26.68,46,52.11,1943,4/30/2025,16:23:01,45.93,1,30597
26.69,46.05,52.12,1957,4/30/2025,16:23:12,45.89,1,30598
26.7,46.04,52.12,1947,4/30/2025,16:23:27,45.83,1,30599
26.68,46.07,52.12,1944,4/30/2025,16:23:39,45.78,1,30600
26.71,46.08,52.13,1949.5,4/30/2025,16:23:51,45.73,1,30601
26.69,46.07,52.13,1953,4/30/2025,16:24:03,45.69,1,30602
26.7,46.07,52.13,1947.5,4/30/2025,16:24:14,45.64,1,30603
26.7,46.12,52.14,1949,4/30/2025,16:24:31,45.58,1,30604
26.69,46.06,52.14,1943.5,4/30/2025,16:24:43,45.53,1,30605
26.73,46.09,52.15,1951.5,4/30/2025,16:24:55,45.48,1,30606
26.71,46.08,52.15,1945,4/30/2025,16:25:06,45.44,1,30607
26.74,46.03,52.15,1921,4/30/2025,16:25:18,45.39,1,30608
26.73,46.03,52.16,1915,4/30/2025,16:25:30,45.34,1,30609
26.73,46.02,52.16,1953.5,4/30/2025,16:25:42,45.29,1,30610
26.72,45.92,52.16,1944,4/30/2025,16:25:53,45.25,1,30611
26.7,45.95,52.17,1939,4/30/2025,16:26:05,45.2,1,30612
26.68,45.95,52.17,1947,4/30/2025,16:26:17,45.15,1,30613
26.7,46,52.17,1943.5,4/30/2025,16:26:28,45.11,1,30614
26.71,45.94,52.18,1926.5,4/30/2025,16:26:40,45.06,1,30615
26.68,46,52.18,1944,4/30/2025,16:26:52,45.02,1,30616
26.67,45.98,52.18,1929.5,4/30/2025,16:27:07,44.96,1,30617
26.67,45.98,52.19,1946,4/30/2025,16:27:19,44.91,1,30618
26.66,45.95,52.19,1945,4/30/2025,16:27:30,44.87,1,30619
26.66,46.04,52.19,1937.5,4/30/2025,16:27:42,44.82,1,30620
26.66,46.03,52.2,1944,4/30/2025,16:27:57,44.76,1,30621
26.66,46.02,52.2,1941,4/30/2025,16:28:09,44.71,1,30622
26.65,46.01,52.2,1946,4/30/2025,16:28:21,44.66,1,30623
26.65,46.02,52.21,1939.5,4/30/2025,16:28:33,44.62,1,30624
26.63,46.1,52.21,1921.5,4/30/2025,16:28:44,44.57,1,30625
26.65,46.14,52.21,1931.5,4/30/2025,16:28:59,44.51,1,30626
26.65,46.17,52.22,1938.5,4/30/2025,16:29:11,44.46,1,30627
26.63,46.15,52.22,1909,4/30/2025,16:29:23,44.42,1,30628
