temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,gas_crudo,nivel_co,nivel_lpg,id,timestamp
26.91,48.89,74.41,1858.0,2025-04-07,11:34:10,24.59,1,3716,1114.8,743.2,12335,2025-04-07 11:34:10
26.89,48.9,74.41,1856.5,2025-04-07,11:34:22,24.57,1,3713,1113.9,742.6,12336,2025-04-07 11:34:22
26.91,48.91,74.42,1856.0,2025-04-07,11:34:33,24.56,1,3712,1113.6,742.4,12337,2025-04-07 11:34:33
26.89,48.91,74.42,1857.0,2025-04-07,11:34:45,24.54,1,3714,1114.2,742.8,12338,2025-04-07 11:34:45
26.9,48.94,74.42,1891.5,2025-04-07,11:34:57,24.52,1,3783,1134.9,756.6,12339,2025-04-07 11:34:57
26.88,48.95,74.43,1857.5,2025-04-07,11:35:08,24.51,1,3715,1114.5,743.0,12340,2025-04-07 11:35:08
26.88,48.97,74.43,1859.5,2025-04-07,11:35:20,24.49,1,3719,1115.7,743.8,12341,2025-04-07 11:35:20
26.87,49.0,74.43,1862.5,2025-04-07,11:35:32,24.48,1,3725,1117.5,745.0,12342,2025-04-07 11:35:32
26.89,48.97,74.44,1864.0,2025-04-07,11:35:43,24.46,1,3728,1118.4,745.6,12343,2025-04-07 11:35:43
26.9,48.96,74.44,1855.5,2025-04-07,11:35:55,24.44,1,3711,1113.3,742.2,12344,2025-04-07 11:35:55
26.89,48.93,74.44,1859.0,2025-04-07,11:36:07,24.43,1,3718,1115.4,743.6,12345,2025-04-07 11:36:07
26.89,48.91,74.45,1857.0,2025-04-07,11:36:19,24.41,1,3714,1114.2,742.8,12346,2025-04-07 11:36:19
26.89,48.99,74.45,1857.5,2025-04-07,11:36:31,24.4,1,3715,1114.5,743.0,12347,2025-04-07 11:36:31
26.89,48.98,74.45,1859.0,2025-04-07,11:36:43,24.38,1,3718,1115.4,743.6,12348,2025-04-07 11:36:43
26.9,48.96,74.46,1857.0,2025-04-07,11:36:55,24.36,1,3714,1114.2,742.8,12349,2025-04-07 11:36:55
26.89,49.01,74.46,1856.5,2025-04-07,11:37:06,24.35,1,3713,1113.9,742.6,12350,2025-04-07 11:37:06
26.9,49.01,74.46,1856.5,2025-04-07,11:37:18,24.33,1,3713,1113.9,742.6,12351,2025-04-07 11:37:18
26.89,49.01,74.47,1860.5,2025-04-07,11:37:30,24.31,1,3721,1116.3,744.2,12352,2025-04-07 11:37:30
26.89,49.0,74.47,1857.5,2025-04-07,11:37:41,24.3,1,3715,1114.5,743.0,12353,2025-04-07 11:37:41
26.9,48.99,74.47,1845.5,2025-04-07,11:37:53,24.28,1,3691,1107.3,738.2,12354,2025-04-07 11:37:53
26.89,48.97,74.47,1857.5,2025-04-07,11:38:05,24.27,1,3715,1114.5,743.0,12355,2025-04-07 11:38:05
26.89,48.98,74.48,1856.0,2025-04-07,11:38:17,24.25,1,3712,1113.6,742.4,12356,2025-04-07 11:38:17
26.89,48.99,74.48,1902.5,2025-04-07,11:38:28,24.24,1,3805,1141.5,761.0,12357,2025-04-07 11:38:28
26.89,49.01,74.48,1857.0,2025-04-07,11:38:40,24.22,1,3714,1114.2,742.8,12358,2025-04-07 11:38:40
26.9,49.0,74.49,1858.5,2025-04-07,11:38:52,24.2,1,3717,1115.1,743.4,12359,2025-04-07 11:38:52
26.9,48.97,74.49,1859.0,2025-04-07,11:39:03,24.19,1,3718,1115.4,743.6,12360,2025-04-07 11:39:03
26.9,48.94,74.49,1856.0,2025-04-07,11:39:15,24.17,1,3712,1113.6,742.4,12361,2025-04-07 11:39:15
26.9,48.98,74.5,1859.0,2025-04-07,11:39:27,24.15,1,3718,1115.4,743.6,12362,2025-04-07 11:39:27
26.9,49.02,74.5,1861.5,2025-04-07,11:39:39,24.14,1,3723,1116.9,744.6,12363,2025-04-07 11:39:39
26.89,49.01,74.5,1857.0,2025-04-07,11:39:50,24.12,1,3714,1114.2,742.8,12364,2025-04-07 11:39:50
26.89,48.99,74.51,1855.5,2025-04-07,11:40:02,24.11,1,3711,1113.3,742.2,12365,2025-04-07 11:40:02
26.9,48.98,74.51,1855.0,2025-04-07,11:40:14,24.09,1,3710,1113.0,742.0,12366,2025-04-07 11:40:14
26.9,48.96,74.51,1854.5,2025-04-07,11:40:26,24.07,1,3709,1112.7,741.8,12367,2025-04-07 11:40:26
26.9,48.96,74.52,1895.0,2025-04-07,11:40:38,24.06,1,3790,1137.0,758.0,12368,2025-04-07 11:40:38
26.88,49.0,74.52,1856.0,2025-04-07,11:40:49,24.04,1,3712,1113.6,742.4,12369,2025-04-07 11:40:49
26.87,49.01,74.52,1863.0,2025-04-07,11:41:01,24.03,1,3726,1117.8,745.2,12370,2025-04-07 11:41:01
26.88,49.0,74.53,1859.0,2025-04-07,11:41:13,24.01,1,3718,1115.4,743.6,12371,2025-04-07 11:41:13
26.88,49.01,74.53,1869.5,2025-04-07,11:41:25,23.99,1,3739,1121.7,747.8,12372,2025-04-07 11:41:25
26.85,49.05,74.53,1856.0,2025-04-07,11:41:37,23.98,1,3712,1113.6,742.4,12373,2025-04-07 11:41:37
26.85,49.03,74.54,1857.5,2025-04-07,11:41:49,23.96,1,3715,1114.5,743.0,12374,2025-04-07 11:41:49
26.86,49.02,74.54,1856.0,2025-04-07,11:42:00,23.94,1,3712,1113.6,742.4,12375,2025-04-07 11:42:00
26.86,48.99,74.54,1856.5,2025-04-07,11:42:12,23.93,1,3713,1113.9,742.6,12376,2025-04-07 11:42:12
26.86,48.99,74.55,1856.0,2025-04-07,11:42:24,23.91,1,3712,1113.6,742.4,12377,2025-04-07 11:42:24
26.86,48.96,74.55,1864.5,2025-04-07,11:42:36,23.9,1,3729,1118.7,745.8,12378,2025-04-07 11:42:36
26.88,49.01,74.55,1855.5,2025-04-07,11:42:47,23.88,1,3711,1113.3,742.2,12379,2025-04-07 11:42:47
26.86,49.01,74.56,1852.5,2025-04-07,11:42:59,23.86,1,3705,1111.5,741.0,12380,2025-04-07 11:42:59
26.86,49.01,74.56,1859.0,2025-04-07,11:43:11,23.85,1,3718,1115.4,743.6,12381,2025-04-07 11:43:11
26.84,49.01,74.56,1857.5,2025-04-07,11:43:26,23.83,1,3715,1114.5,743.0,12382,2025-04-07 11:43:26
26.86,49.03,74.57,1862.5,2025-04-07,11:43:37,23.81,1,3725,1117.5,745.0,12383,2025-04-07 11:43:37
26.85,49.02,74.57,1855.5,2025-04-07,11:43:49,23.8,1,3711,1113.3,742.2,12384,2025-04-07 11:43:49
26.86,49.01,74.57,1858.0,2025-04-07,11:44:01,23.78,1,3716,1114.8,743.2,12385,2025-04-07 11:44:01
26.86,49.04,74.58,1861.5,2025-04-07,11:44:13,23.76,1,3723,1116.9,744.6,12386,2025-04-07 11:44:13
26.85,49.04,74.58,1857.5,2025-04-07,11:44:24,23.75,1,3715,1114.5,743.0,12387,2025-04-07 11:44:24
26.86,49.02,74.58,1849.5,2025-04-07,11:44:36,23.73,1,3699,1109.7,739.8,12388,2025-04-07 11:44:36
26.86,49.01,74.59,1856.0,2025-04-07,11:44:48,23.72,1,3712,1113.6,742.4,12389,2025-04-07 11:44:48
26.86,49.02,74.59,1856.0,2025-04-07,11:45:02,23.7,1,3712,1113.6,742.4,12390,2025-04-07 11:45:02
26.85,48.97,74.59,1857.0,2025-04-07,11:45:14,23.68,1,3714,1114.2,742.8,12391,2025-04-07 11:45:14
26.84,48.98,74.6,1859.0,2025-04-07,11:45:25,23.66,1,3718,1115.4,743.6,12392,2025-04-07 11:45:25
26.86,48.95,74.6,1856.5,2025-04-07,11:45:38,23.65,1,3713,1113.9,742.6,12393,2025-04-07 11:45:38
26.86,48.99,74.6,1879.0,2025-04-07,11:45:49,23.63,1,3758,1127.4,751.6,12394,2025-04-07 11:45:49
26.85,48.97,74.61,1856.0,2025-04-07,11:46:01,23.62,1,3712,1113.6,742.4,12395,2025-04-07 11:46:01
26.86,48.96,74.61,1858.5,2025-04-07,11:46:13,23.6,1,3717,1115.1,743.4,12396,2025-04-07 11:46:13
26.86,48.97,74.61,1850.5,2025-04-07,11:46:25,23.58,1,3701,1110.3,740.2,12397,2025-04-07 11:46:25
26.85,48.95,74.62,1855.5,2025-04-07,11:46:37,23.57,1,3711,1113.3,742.2,12398,2025-04-07 11:46:37
26.85,48.95,74.62,1856.0,2025-04-07,11:46:48,23.55,1,3712,1113.6,742.4,12399,2025-04-07 11:46:48
26.84,48.97,74.62,1857.0,2025-04-07,11:47:00,23.53,1,3714,1114.2,742.8,12400,2025-04-07 11:47:00
26.84,48.93,74.63,1855.5,2025-04-07,11:47:12,23.52,1,3711,1113.3,742.2,12401,2025-04-07 11:47:12
26.85,48.95,74.63,1844.5,2025-04-07,11:47:23,23.5,1,3689,1106.7,737.8,12402,2025-04-07 11:47:23
26.84,48.9,74.63,1857.5,2025-04-07,11:47:35,23.49,1,3715,1114.5,743.0,12403,2025-04-07 11:47:35
26.83,48.92,74.64,1856.0,2025-04-07,11:47:47,23.47,1,3712,1113.6,742.4,12404,2025-04-07 11:47:47
26.83,48.9,74.64,1855.0,2025-04-07,11:47:59,23.45,1,3710,1113.0,742.0,12405,2025-04-07 11:47:59
26.82,48.89,74.64,1860.5,2025-04-07,11:48:11,23.44,1,3721,1116.3,744.2,12406,2025-04-07 11:48:11
26.81,48.92,74.65,1851.0,2025-04-07,11:48:22,23.42,1,3702,1110.6,740.4,12407,2025-04-07 11:48:22
26.82,48.85,74.65,1856.5,2025-04-07,11:48:34,23.41,1,3713,1113.9,742.6,12408,2025-04-07 11:48:34
26.81,48.86,74.65,1866.5,2025-04-07,11:48:46,23.39,1,3733,1119.9,746.6,12409,2025-04-07 11:48:46
26.82,48.85,74.66,1857.0,2025-04-07,11:48:57,23.37,1,3714,1114.2,742.8,12410,2025-04-07 11:48:57
26.81,48.86,74.66,1861.0,2025-04-07,11:49:09,23.36,1,3722,1116.6,744.4,12411,2025-04-07 11:49:09
26.81,48.8,74.66,1857.5,2025-04-07,11:49:21,23.34,1,3715,1114.5,743.0,12412,2025-04-07 11:49:21
26.79,48.83,74.67,1860.5,2025-04-07,11:49:35,23.32,1,3721,1116.3,744.2,12413,2025-04-07 11:49:35
26.81,48.82,74.67,1864.0,2025-04-07,11:49:47,23.31,1,3728,1118.4,745.6,12414,2025-04-07 11:49:47
26.81,48.76,74.67,1857.0,2025-04-07,11:49:58,23.29,1,3714,1114.2,742.8,12415,2025-04-07 11:49:58
26.81,48.75,74.68,1854.5,2025-04-07,11:50:10,23.27,1,3709,1112.7,741.8,12416,2025-04-07 11:50:10
26.81,48.74,74.68,1849.5,2025-04-07,11:50:22,23.26,1,3699,1109.7,739.8,12417,2025-04-07 11:50:22
26.8,48.76,74.68,1862.5,2025-04-07,11:50:34,23.24,1,3725,1117.5,745.0,12418,2025-04-07 11:50:34
26.8,48.78,74.69,1857.0,2025-04-07,11:50:46,23.23,1,3714,1114.2,742.8,12419,2025-04-07 11:50:46
26.81,48.79,74.69,1857.5,2025-04-07,11:50:58,23.21,1,3715,1114.5,743.0,12420,2025-04-07 11:50:58
26.81,48.81,74.69,1856.5,2025-04-07,11:51:10,23.19,1,3713,1113.9,742.6,12421,2025-04-07 11:51:10
26.81,48.88,74.7,1861.5,2025-04-07,11:51:22,23.18,1,3723,1116.9,744.6,12422,2025-04-07 11:51:22
26.79,48.94,74.7,1859.5,2025-04-07,11:51:34,23.16,1,3719,1115.7,743.8,12423,2025-04-07 11:51:34
26.79,48.91,74.7,1855.5,2025-04-07,11:51:45,23.14,1,3711,1113.3,742.2,12424,2025-04-07 11:51:45
26.79,48.96,74.71,1862.0,2025-04-07,11:51:57,23.13,1,3724,1117.2,744.8,12425,2025-04-07 11:51:57
26.78,48.97,74.71,1862.5,2025-04-07,11:52:09,23.11,1,3725,1117.5,745.0,12426,2025-04-07 11:52:09
26.78,49.01,74.71,1855.5,2025-04-07,11:52:20,23.1,1,3711,1113.3,742.2,12427,2025-04-07 11:52:20
26.8,49.04,74.72,1859.5,2025-04-07,11:52:32,23.08,1,3719,1115.7,743.8,12428,2025-04-07 11:52:32
26.78,49.08,74.72,1857.0,2025-04-07,11:52:44,23.06,1,3714,1114.2,742.8,12429,2025-04-07 11:52:44
26.81,49.14,74.72,1900.5,2025-04-07,11:52:55,23.05,1,3801,1140.3,760.2,12430,2025-04-07 11:52:55
26.79,49.13,74.73,1859.0,2025-04-07,11:53:07,23.03,1,3718,1115.4,743.6,12431,2025-04-07 11:53:07
26.79,49.18,74.73,1856.0,2025-04-07,11:53:19,23.02,1,3712,1113.6,742.4,12432,2025-04-07 11:53:19
26.78,49.24,74.73,1859.0,2025-04-07,11:53:30,23.0,1,3718,1115.4,743.6,12433,2025-04-07 11:53:30
26.8,49.29,74.74,1860.5,2025-04-07,11:53:42,22.98,1,3721,1116.3,744.2,12434,2025-04-07 11:53:42
26.77,49.33,74.74,1856.0,2025-04-07,11:53:54,22.97,1,3712,1113.6,742.4,12435,2025-04-07 11:53:54
26.78,49.35,74.74,1856.5,2025-04-07,11:54:05,22.95,1,3713,1113.9,742.6,12436,2025-04-07 11:54:05
26.79,49.39,74.75,1858.5,2025-04-07,11:54:18,22.94,1,3717,1115.1,743.4,12437,2025-04-07 11:54:18
26.79,49.4,74.75,1856.0,2025-04-07,11:54:29,22.92,1,3712,1113.6,742.4,12438,2025-04-07 11:54:29
26.79,49.48,74.75,1857.5,2025-04-07,11:54:41,22.9,1,3715,1114.5,743.0,12439,2025-04-07 11:54:41
26.79,49.5,74.76,1849.0,2025-04-07,11:54:53,22.89,1,3698,1109.4,739.6,12440,2025-04-07 11:54:53
26.79,49.53,74.76,1852.5,2025-04-07,11:55:04,22.87,1,3705,1111.5,741.0,12441,2025-04-07 11:55:04
26.8,49.59,74.76,1855.5,2025-04-07,11:55:16,22.86,1,3711,1113.3,742.2,12442,2025-04-07 11:55:16
26.78,49.64,74.76,1858.5,2025-04-07,11:55:28,22.84,1,3717,1115.1,743.4,12443,2025-04-07 11:55:28
26.77,49.68,74.77,1858.5,2025-04-07,11:55:40,22.82,1,3717,1115.1,743.4,12444,2025-04-07 11:55:40
26.79,49.76,74.77,1857.5,2025-04-07,11:55:52,22.81,1,3715,1114.5,743.0,12445,2025-04-07 11:55:52
26.79,49.77,74.77,1858.5,2025-04-07,11:56:03,22.79,1,3717,1115.1,743.4,12446,2025-04-07 11:56:03
26.78,49.86,74.78,1857.5,2025-04-07,11:56:15,22.78,1,3715,1114.5,743.0,12447,2025-04-07 11:56:15
26.77,49.87,74.78,1856.0,2025-04-07,11:56:27,22.76,1,3712,1113.6,742.4,12448,2025-04-07 11:56:27
26.78,49.93,74.78,1855.5,2025-04-07,11:56:39,22.74,1,3711,1113.3,742.2,12449,2025-04-07 11:56:39
26.79,50.01,74.79,1856.5,2025-04-07,11:56:50,22.73,1,3713,1113.9,742.6,12450,2025-04-07 11:56:50
26.78,50.07,74.79,1855.5,2025-04-07,11:57:02,22.71,1,3711,1113.3,742.2,12451,2025-04-07 11:57:02
26.78,50.09,74.79,1858.5,2025-04-07,11:57:14,22.69,1,3717,1115.1,743.4,12452,2025-04-07 11:57:14
26.78,50.13,74.8,1855.5,2025-04-07,11:57:26,22.68,1,3711,1113.3,742.2,12453,2025-04-07 11:57:26
26.79,50.21,74.8,1856.0,2025-04-07,11:57:37,22.66,1,3712,1113.6,742.4,12454,2025-04-07 11:57:37
26.79,50.26,74.8,1857.0,2025-04-07,11:57:49,22.65,1,3714,1114.2,742.8,12455,2025-04-07 11:57:49
26.78,50.33,74.81,1857.5,2025-04-07,11:58:01,22.63,1,3715,1114.5,743.0,12456,2025-04-07 11:58:01
26.78,50.34,74.81,1858.0,2025-04-07,11:58:12,22.61,1,3716,1114.8,743.2,12457,2025-04-07 11:58:12
26.77,50.39,74.81,1853.5,2025-04-07,11:58:24,22.6,1,3707,1112.1,741.4,12458,2025-04-07 11:58:24
26.76,50.42,74.82,1856.5,2025-04-07,11:58:36,22.58,1,3713,1113.9,742.6,12459,2025-04-07 11:58:36
26.75,50.42,74.82,1857.5,2025-04-07,11:58:48,22.57,1,3715,1114.5,743.0,12460,2025-04-07 11:58:48
26.75,50.44,74.82,1857.0,2025-04-07,11:59:00,22.55,1,3714,1114.2,742.8,12461,2025-04-07 11:59:00
26.74,50.49,74.83,1857.0,2025-04-07,11:59:11,22.53,1,3714,1114.2,742.8,12462,2025-04-07 11:59:11
26.74,50.44,74.83,1857.5,2025-04-07,11:59:23,22.52,1,3715,1114.5,743.0,12463,2025-04-07 11:59:23
26.74,50.54,74.83,1858.5,2025-04-07,11:59:35,22.5,1,3717,1115.1,743.4,12464,2025-04-07 11:59:35
26.75,50.56,74.84,1866.0,2025-04-07,11:59:46,22.49,1,3732,1119.6,746.4,12465,2025-04-07 11:59:46
26.75,50.61,74.84,1857.0,2025-04-07,11:59:58,22.47,1,3714,1114.2,742.8,12466,2025-04-07 11:59:58
26.73,50.63,74.84,1849.0,2025-04-07,12:00:10,22.45,1,3698,1109.4,739.6,12467,2025-04-07 12:00:10
26.72,50.66,74.85,1856.0,2025-04-07,12:00:22,22.44,1,3712,1113.6,742.4,12468,2025-04-07 12:00:22
26.75,50.71,74.85,1855.0,2025-04-07,12:00:34,22.42,1,3710,1113.0,742.0,12469,2025-04-07 12:00:34
26.72,50.71,74.85,1859.5,2025-04-07,12:00:45,22.41,1,3719,1115.7,743.8,12470,2025-04-07 12:00:45
26.69,50.73,74.86,1871.5,2025-04-07,12:00:57,22.39,1,3743,1122.9,748.6,12471,2025-04-07 12:00:57
26.71,50.75,74.86,1855.0,2025-04-07,12:01:09,22.37,1,3710,1113.0,742.0,12472,2025-04-07 12:01:09
26.71,50.76,74.86,1857.5,2025-04-07,12:01:20,22.36,1,3715,1114.5,743.0,12473,2025-04-07 12:01:20
26.69,50.82,74.87,1855.5,2025-04-07,12:01:32,22.34,1,3711,1113.3,742.2,12474,2025-04-07 12:01:32
26.71,50.79,74.87,1856.0,2025-04-07,12:01:44,22.32,1,3712,1113.6,742.4,12475,2025-04-07 12:01:44
26.7,50.81,74.87,1851.5,2025-04-07,12:01:55,22.31,1,3703,1110.9,740.6,12476,2025-04-07 12:01:55
26.68,50.85,74.88,1858.5,2025-04-07,12:02:07,22.29,1,3717,1115.1,743.4,12477,2025-04-07 12:02:07
26.69,50.85,74.88,1854.5,2025-04-07,12:02:19,22.28,1,3709,1112.7,741.8,12478,2025-04-07 12:02:19
26.7,50.89,74.88,1906.5,2025-04-07,12:02:31,22.26,1,3813,1143.9,762.6,12479,2025-04-07 12:02:31
26.68,50.93,74.89,1855.0,2025-04-07,12:02:43,22.24,1,3710,1113.0,742.0,12480,2025-04-07 12:02:43
26.68,50.92,74.89,1856.5,2025-04-07,12:02:54,22.23,1,3713,1113.9,742.6,12481,2025-04-07 12:02:54
26.68,50.91,74.89,1857.0,2025-04-07,12:03:06,22.21,1,3714,1114.2,742.8,12482,2025-04-07 12:03:06
26.67,50.93,74.9,1857.5,2025-04-07,12:03:18,22.2,1,3715,1114.5,743.0,12483,2025-04-07 12:03:18
26.68,50.94,74.9,1856.5,2025-04-07,12:03:30,22.18,1,3713,1113.9,742.6,12484,2025-04-07 12:03:30
26.67,50.95,74.9,1856.0,2025-04-07,12:03:41,22.16,1,3712,1113.6,742.4,12485,2025-04-07 12:03:41
26.65,50.94,74.9,1858.5,2025-04-07,12:03:53,22.15,1,3717,1115.1,743.4,12486,2025-04-07 12:03:53
26.64,50.99,74.91,1856.0,2025-04-07,12:04:05,22.13,1,3712,1113.6,742.4,12487,2025-04-07 12:04:05
26.65,51.01,74.91,1855.0,2025-04-07,12:04:16,22.12,1,3710,1113.0,742.0,12488,2025-04-07 12:04:16
26.63,50.99,74.91,1853.5,2025-04-07,12:04:28,22.1,1,3707,1112.1,741.4,12489,2025-04-07 12:04:28
26.63,51.0,74.92,1858.0,2025-04-07,12:04:40,22.08,1,3716,1114.8,743.2,12490,2025-04-07 12:04:40
26.62,51.05,74.92,1853.5,2025-04-07,12:04:51,22.07,1,3707,1112.1,741.4,12491,2025-04-07 12:04:51
26.62,51.03,74.92,1859.5,2025-04-07,12:05:03,22.05,1,3719,1115.7,743.8,12492,2025-04-07 12:05:03
26.63,51.03,74.93,1857.0,2025-04-07,12:05:15,22.04,1,3714,1114.2,742.8,12493,2025-04-07 12:05:15
26.63,51.03,74.93,1858.5,2025-04-07,12:05:27,22.02,1,3717,1115.1,743.4,12494,2025-04-07 12:05:27
26.62,50.98,74.93,1861.5,2025-04-07,12:05:38,22.0,1,3723,1116.9,744.6,12495,2025-04-07 12:05:38
26.59,51.0,74.94,1855.5,2025-04-07,12:05:50,21.99,1,3711,1113.3,742.2,12496,2025-04-07 12:05:50
26.6,51.0,74.94,1857.0,2025-04-07,12:06:02,21.97,1,3714,1114.2,742.8,12497,2025-04-07 12:06:02
26.59,51.03,74.94,1855.0,2025-04-07,12:06:14,21.96,1,3710,1113.0,742.0,12498,2025-04-07 12:06:14
26.59,51.04,74.95,1858.0,2025-04-07,12:06:26,21.94,1,3716,1114.8,743.2,12499,2025-04-07 12:06:26
26.59,51.03,74.95,1859.5,2025-04-07,12:06:38,21.92,1,3719,1115.7,743.8,12500,2025-04-07 12:06:38
26.6,50.99,74.95,1862.5,2025-04-07,12:06:49,21.91,1,3725,1117.5,745.0,12501,2025-04-07 12:06:49
26.59,50.99,74.96,1864.0,2025-04-07,12:07:01,21.89,1,3728,1118.4,745.6,12502,2025-04-07 12:07:01
26.57,51.04,74.96,1863.0,2025-04-07,12:07:13,21.87,1,3726,1117.8,745.2,12503,2025-04-07 12:07:13
26.58,51.08,74.96,1861.5,2025-04-07,12:07:25,21.86,1,3723,1116.9,744.6,12504,2025-04-07 12:07:25
26.56,51.1,74.97,1859.0,2025-04-07,12:07:37,21.84,1,3718,1115.4,743.6,12505,2025-04-07 12:07:37
26.58,51.13,74.97,1857.5,2025-04-07,12:07:48,21.83,1,3715,1114.5,743.0,12506,2025-04-07 12:07:48
26.58,51.12,74.97,1861.0,2025-04-07,12:08:00,21.81,1,3722,1116.6,744.4,12507,2025-04-07 12:08:00
26.56,51.13,74.98,1857.0,2025-04-07,12:08:12,21.79,1,3714,1114.2,742.8,12508,2025-04-07 12:08:12
26.56,51.12,74.98,1859.5,2025-04-07,12:08:24,21.78,1,3719,1115.7,743.8,12509,2025-04-07 12:08:24
26.55,51.15,74.98,1857.0,2025-04-07,12:08:36,21.76,1,3714,1114.2,742.8,12510,2025-04-07 12:08:36
26.56,51.12,74.99,1856.5,2025-04-07,12:08:47,21.75,1,3713,1113.9,742.6,12511,2025-04-07 12:08:47
26.56,51.15,74.99,1856.0,2025-04-07,12:08:59,21.73,1,3712,1113.6,742.4,12512,2025-04-07 12:08:59
26.56,51.14,74.99,1862.5,2025-04-07,12:09:11,21.71,1,3725,1117.5,745.0,12513,2025-04-07 12:09:11
26.57,51.19,75.0,1857.5,2025-04-07,12:09:23,21.7,1,3715,1114.5,743.0,12514,2025-04-07 12:09:23
26.58,51.14,75.0,1856.0,2025-04-07,12:09:34,21.68,1,3712,1113.6,742.4,12515,2025-04-07 12:09:34
26.55,51.17,75.0,1856.0,2025-04-07,12:09:46,21.67,1,3712,1113.6,742.4,12516,2025-04-07 12:09:46
26.54,51.16,75.01,1856.5,2025-04-07,12:09:58,21.65,1,3713,1113.9,742.6,12517,2025-04-07 12:09:58
26.55,51.14,75.01,1861.0,2025-04-07,12:10:10,21.63,1,3722,1116.6,744.4,12518,2025-04-07 12:10:10
26.55,51.14,75.01,1861.5,2025-04-07,12:10:21,21.62,1,3723,1116.9,744.6,12519,2025-04-07 12:10:21
26.54,51.18,75.02,1849.5,2025-04-07,12:10:33,21.6,1,3699,1109.7,739.8,12520,2025-04-07 12:10:33
26.55,51.21,75.02,1857.5,2025-04-07,12:10:45,21.58,1,3715,1114.5,743.0,12521,2025-04-07 12:10:45
26.55,51.22,75.02,1848.0,2025-04-07,12:10:56,21.57,1,3696,1108.8,739.2,12522,2025-04-07 12:10:56
26.54,51.2,75.03,1855.0,2025-04-07,12:11:08,21.55,1,3710,1113.0,742.0,12523,2025-04-07 12:11:08
26.54,51.21,75.03,1861.5,2025-04-07,12:11:20,21.54,1,3723,1116.9,744.6,12524,2025-04-07 12:11:20
26.55,51.21,75.03,1857.0,2025-04-07,12:11:31,21.52,1,3714,1114.2,742.8,12525,2025-04-07 12:11:31
26.55,51.24,75.04,1856.0,2025-04-07,12:11:43,21.51,1,3712,1113.6,742.4,12526,2025-04-07 12:11:43
26.56,51.24,75.04,1858.5,2025-04-07,12:11:55,21.49,1,3717,1115.1,743.4,12527,2025-04-07 12:11:55
26.55,51.26,75.04,1859.0,2025-04-07,12:12:07,21.47,1,3718,1115.4,743.6,12528,2025-04-07 12:12:07
26.56,51.19,75.05,1867.0,2025-04-07,12:12:19,21.46,1,3734,1120.2,746.8,12529,2025-04-07 12:12:19
26.55,51.19,75.05,1853.5,2025-04-07,12:12:31,21.44,1,3707,1112.1,741.4,12530,2025-04-07 12:12:31
26.56,51.19,75.05,1856.5,2025-04-07,12:12:42,21.42,1,3713,1113.9,742.6,12531,2025-04-07 12:12:42
26.55,51.23,75.06,1856.5,2025-04-07,12:12:54,21.41,1,3713,1113.9,742.6,12532,2025-04-07 12:12:54
26.55,51.29,75.06,1856.0,2025-04-07,12:13:06,21.39,1,3712,1113.6,742.4,12533,2025-04-07 12:13:06
26.55,51.3,75.06,1856.0,2025-04-07,12:13:17,21.38,1,3712,1113.6,742.4,12534,2025-04-07 12:13:17
26.54,51.31,75.06,1857.5,2025-04-07,12:13:29,21.36,1,3715,1114.5,743.0,12535,2025-04-07 12:13:29
26.53,51.3,75.07,1863.5,2025-04-07,12:13:41,21.34,1,3727,1118.1,745.4,12536,2025-04-07 12:13:41
26.55,51.26,75.07,1859.0,2025-04-07,12:13:53,21.33,1,3718,1115.4,743.6,12537,2025-04-07 12:13:53
26.53,51.27,75.07,1861.5,2025-04-07,12:14:04,21.31,1,3723,1116.9,744.6,12538,2025-04-07 12:14:04
26.53,51.25,75.08,1859.5,2025-04-07,12:14:16,21.3,1,3719,1115.7,743.8,12539,2025-04-07 12:14:16
26.55,51.27,75.08,1881.5,2025-04-07,12:14:28,21.28,1,3763,1128.9,752.6,12540,2025-04-07 12:14:28
26.55,51.3,75.08,1864.0,2025-04-07,12:14:40,21.26,1,3728,1118.4,745.6,12541,2025-04-07 12:14:40
26.54,51.31,75.09,1858.5,2025-04-07,12:14:51,21.25,1,3717,1115.1,743.4,12542,2025-04-07 12:14:51
26.56,51.26,75.09,1857.5,2025-04-07,12:15:03,21.23,1,3715,1114.5,743.0,12543,2025-04-07 12:15:03
26.55,51.25,75.09,1854.5,2025-04-07,12:15:15,21.22,1,3709,1112.7,741.8,12544,2025-04-07 12:15:15
26.58,51.29,75.1,1862.0,2025-04-07,12:15:27,21.2,1,3724,1117.2,744.8,12545,2025-04-07 12:15:27
26.55,51.26,75.1,1856.5,2025-04-07,12:15:39,21.18,1,3713,1113.9,742.6,12546,2025-04-07 12:15:39
26.57,51.3,75.1,1856.5,2025-04-07,12:15:51,21.17,1,3713,1113.9,742.6,12547,2025-04-07 12:15:51
26.56,51.31,75.11,1859.0,2025-04-07,12:16:02,21.15,1,3718,1115.4,743.6,12548,2025-04-07 12:16:02
26.53,51.3,75.11,1857.0,2025-04-07,12:16:14,21.13,1,3714,1114.2,742.8,12549,2025-04-07 12:16:14
26.54,51.33,75.11,1857.5,2025-04-07,12:16:25,21.12,1,3715,1114.5,743.0,12550,2025-04-07 12:16:25
26.55,51.37,75.12,1859.0,2025-04-07,12:16:37,21.1,1,3718,1115.4,743.6,12551,2025-04-07 12:16:37
