temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria
32.34,61.1,28.28,1.08,2025-01-30,22:20:00,75.56,3
29.98,73.92,28.35,0.28,2025-01-30,22:24:00,75.86,3
32.41,49.18,28.41,0.8,2025-01-30,22:28:00,76.08,3
27.1,72.48,28.48,0.76,2025-01-30,22:32:00,74.97,3
25.16,76.55,28.55,0.23,2025-01-30,22:36:00,74.56,3
30.67,57.66,28.61,0.83,2025-01-30,22:40:00,75.51,3
27.89,77.29,28.68,1.35,2025-01-30,22:44:00,74.97,3
25.65,71.64,28.75,0.84,2025-01-30,22:48:00,75.22,3
31.06,62.79,28.81,0.24,2025-01-30,22:52:00,75.8,3
25.98,72.88,28.88,0.35,2025-01-30,22:56:00,75.52,3
24.83,77.19,28.95,0.73,2025-01-30,23:00:00,75.47,3
28.15,68.44,29.01,0.32,2025-01-30,23:04:00,75.08,3
24.22,74.18,29.08,0.89,2025-01-30,23:08:00,74.77,3
28.74,71.09,29.15,0.63,2025-01-30,23:12:00,74.69,3
24.26,78.46,29.21,1.07,2025-01-30,23:16:00,75.87,3
26.93,71.29,29.28,0.51,2025-01-30,23:20:00,76.08,3
26.93,61.87,29.35,0.74,2025-01-30,23:24:00,75.44,3
26.69,64.88,29.41,0.39,2025-01-30,23:28:00,74.71,3
23.44,80.26,29.48,1.87,2025-01-30,23:32:00,74.25,3
25.49,70.38,29.55,0.61,2025-01-30,23:36:00,76.12,3
28.48,64.28,29.61,0.27,2025-01-30,23:40:00,74.94,3
25.19,74.42,29.68,1.17,2025-01-30,23:44:00,74.88,3
23.14,76.86,29.75,0.5,2025-01-30,23:48:00,74.31,3
24.41,72.3,29.81,1.13,2025-01-30,23:52:00,74.91,3
22.63,79.77,29.88,0.51,2025-01-30,23:56:00,74.41,3
20.64,72.71,29.95,0.32,2025-01-31,00:00:00,73.94,3
24.5,64.6,30.02,0.61,2025-01-31,00:04:00,74.25,3
24.89,80.17,30.08,0.26,2025-01-31,00:08:00,74.57,3
25.94,65.48,30.15,0.49,2025-01-31,00:12:00,75.09,3
25.32,64.64,30.22,1.04,2025-01-31,00:16:00,73.49,3
25.46,70.19,30.28,0.82,2025-01-31,00:20:00,73.61,3
23.99,73.87,30.35,0.67,2025-01-31,00:24:00,73.97,3
28.16,65.36,30.42,0.5,2025-01-31,00:28:00,73.66,3
22.06,75.76,30.48,1.42,2025-01-31,00:32:00,74.09,3
22.95,68.47,30.55,0.69,2025-01-31,00:36:00,73.79,3
26.74,73.46,30.62,0.4,2025-01-31,00:40:00,74.05,3
22.48,68.64,30.68,1.02,2025-01-31,00:44:00,74.02,3
22.87,75.81,30.75,0.87,2025-01-31,00:48:00,73.21,3
23.73,75.57,30.82,0.36,2025-01-31,00:52:00,73.74,3
25.09,75.61,30.88,1.26,2025-01-31,00:56:00,73.4,3
22.87,76.83,30.95,0.7,2025-01-31,01:00:00,74.32,3
20.65,73.58,31.02,0.76,2025-01-31,01:04:00,73.36,3
21.43,75.8,31.08,1.31,2025-01-31,01:08:00,73.4,3
23.16,71.74,31.15,0.25,2025-01-31,01:12:00,73.15,3
21.32,70.16,31.22,0.38,2025-01-31,01:16:00,73.54,3
20.8,80.98,31.28,1.32,2025-01-31,01:20:00,73.43,3
19.7,76.67,31.35,0.36,2025-01-31,01:24:00,74.2,3
23.78,75.08,31.42,0.63,2025-01-31,01:28:00,73.4,3
20.98,77.98,31.48,1.44,2025-01-31,01:32:00,74.04,3
20.81,73.1,31.55,0.31,2025-01-31,01:36:00,74.08,3
22.23,70.64,31.62,0.18,2025-01-31,01:40:00,73.09,3
17.97,81.37,31.68,0.28,2025-01-31,01:44:00,73.13,3
20.61,72.52,31.75,0.63,2025-01-31,01:48:00,72.88,3
23.36,79.9,31.82,0.54,2025-01-31,01:52:00,72.51,3
20.05,86.65,31.88,0.5,2025-01-31,01:56:00,74.25,3
20.44,83.26,31.95,0.47,2025-01-31,02:00:00,72.74,3
20.22,81.42,32.02,0.36,2025-01-31,02:04:00,72.53,3
21.77,77.65,32.08,0.49,2025-01-31,02:08:00,72.4,3
19.88,74.94,32.15,0.81,2025-01-31,02:12:00,72.57,3
24.24,77.78,32.22,0.97,2025-01-31,02:16:00,72.68,3
19.59,87.47,32.28,0.86,2025-01-31,02:20:00,73.41,3
18.08,81.18,32.35,0.48,2025-01-31,02:24:00,73.65,3
21.81,77.11,32.42,0.55,2025-01-31,02:28:00,71.65,3
18.19,78.68,32.48,1.05,2025-01-31,02:32:00,73.44,3
17.24,82.49,32.55,1.04,2025-01-31,02:36:00,73.43,3
15.89,79.88,32.62,1.78,2025-01-31,02:40:00,72.24,3
19.05,79.98,32.68,0.51,2025-01-31,02:44:00,72.04,3
17.01,86.65,32.75,0.28,2025-01-31,02:48:00,72.71,3
16.2,87.33,32.82,0.66,2025-01-31,02:52:00,72.08,3
16.45,86.58,32.88,0.89,2025-01-31,02:56:00,73.1,3
16.69,72.77,32.95,1.1,2025-01-31,03:00:00,72.55,3
18.91,81.88,33.02,0.45,2025-01-31,03:04:00,71.88,3
18.04,86.0,33.08,0.73,2025-01-31,03:08:00,72.36,3
16.62,85.03,33.15,0.95,2025-01-31,03:12:00,72.2,3
17.87,88.88,33.22,0.63,2025-01-31,03:16:00,71.15,3
16.37,84.95,33.28,0.55,2025-01-31,03:20:00,71.57,3
16.83,86.74,33.35,0.82,2025-01-31,03:24:00,71.69,3
14.92,82.61,33.42,0.18,2025-01-31,03:28:00,72.16,3
14.78,90.77,33.48,0.52,2025-01-31,03:32:00,72.21,3
16.24,89.58,33.55,1.97,2025-01-31,03:36:00,72.48,3
16.08,82.31,33.62,0.79,2025-01-31,03:40:00,71.47,3
17.64,76.39,33.68,2.0,2025-01-31,03:44:00,71.04,3
16.46,83.06,33.75,0.7,2025-01-31,03:48:00,71.31,3
14.32,83.53,33.82,1.26,2025-01-31,03:52:00,71.33,3
12.59,94.11,33.88,0.48,2025-01-31,03:56:00,71.23,3
16.77,82.41,33.95,0.53,2025-01-31,04:00:00,71.57,3
15.51,90.32,34.02,0.42,2025-01-31,04:04:00,71.89,3
16.64,77.22,34.08,1.21,2025-01-31,04:08:00,71.28,3
15.47,82.65,34.15,0.36,2025-01-31,04:12:00,71.69,3
18.02,79.15,34.22,0.21,2025-01-31,04:16:00,71.88,3
13.83,90.63,34.28,1.12,2025-01-31,04:20:00,71.34,3
14.2,78.31,34.35,0.34,2025-01-31,04:24:00,70.73,3
15.56,85.28,34.42,1.02,2025-01-31,04:28:00,71.11,3
15.57,84.82,34.48,0.55,2025-01-31,04:32:00,71.71,3
14.36,90.27,34.55,2.65,2025-01-31,04:36:00,71.47,3
10.39,94.67,34.62,1.78,2025-01-31,04:40:00,70.57,3
9.9,90.37,34.68,3.09,2025-01-31,04:44:00,71.65,3
12.54,79.9,34.75,0.32,2025-01-31,04:48:00,70.84,3
13.22,86.31,34.82,0.63,2025-01-31,04:52:00,70.42,3
9.32,89.69,34.88,0.21,2025-01-31,04:56:00,70.9,3
12.87,84.65,34.95,0.85,2025-01-31,05:00:00,70.1,3
14.11,85.16,35.02,0.34,2025-01-31,05:04:00,71.14,3
12.57,95.24,35.08,0.65,2025-01-31,05:08:00,71.34,3
13.16,83.92,35.15,0.17,2025-01-31,05:12:00,70.22,3
13.63,80.28,35.22,0.18,2025-01-31,05:16:00,70.59,3
9.14,93.4,35.28,0.37,2025-01-31,05:20:00,71.06,3
13.53,88.31,35.35,0.41,2025-01-31,05:24:00,69.91,3
10.65,92.29,35.42,1.44,2025-01-31,05:28:00,69.92,3
11.54,89.4,35.48,0.5,2025-01-31,05:32:00,70.36,3
10.59,92.9,35.55,0.91,2025-01-31,05:36:00,70.29,3
13.96,90.14,35.62,0.21,2025-01-31,05:40:00,70.41,3
9.36,91.59,35.68,0.78,2025-01-31,05:44:00,70.28,3
14.38,93.45,35.75,0.74,2025-01-31,05:48:00,69.62,3
16.3,84.63,35.82,1.0,2025-01-31,05:52:00,69.43,3
8.33,100.0,35.88,0.72,2025-01-31,05:56:00,69.53,3
10.17,96.07,35.95,1.9,2025-01-31,06:00:00,70.4,3
12.48,84.98,36.02,0.52,2025-01-31,06:04:00,70.57,3
9.18,86.45,36.08,0.36,2025-01-31,06:08:00,70.0,3
10.55,99.51,36.15,1.03,2025-01-31,06:12:00,70.36,3
11.36,88.39,36.22,0.79,2025-01-31,06:16:00,69.65,3
9.51,95.25,36.28,0.37,2025-01-31,06:20:00,69.72,3
11.03,90.44,36.35,0.92,2025-01-31,06:24:00,70.32,3
12.69,97.67,36.42,1.23,2025-01-31,06:28:00,70.04,3
10.57,93.77,36.48,0.81,2025-01-31,06:32:00,69.85,3
8.59,90.22,36.55,0.72,2025-01-31,06:36:00,69.64,3
12.93,89.28,36.62,0.27,2025-01-31,06:40:00,69.08,3
13.32,95.64,36.69,0.51,2025-01-31,06:44:00,69.66,3
11.23,88.81,36.75,0.36,2025-01-31,06:48:00,69.72,3
8.47,89.48,36.82,0.94,2025-01-31,06:52:00,70.62,3
8.63,100.0,36.89,0.27,2025-01-31,06:56:00,69.43,3
5.6,96.7,36.95,0.28,2025-01-31,07:00:00,69.24,3
9.11,87.83,37.02,0.34,2025-01-31,07:04:00,69.52,3
12.39,86.69,37.09,0.4,2025-01-31,07:08:00,70.05,3
8.85,97.84,37.15,0.32,2025-01-31,07:12:00,69.46,3
8.27,99.53,37.22,0.5,2025-01-31,07:16:00,69.14,3
12.2,93.42,37.29,0.53,2025-01-31,07:20:00,68.79,3
12.43,85.97,37.35,1.14,2025-01-31,07:24:00,68.72,3
9.03,100.0,37.42,0.37,2025-01-31,07:28:00,69.48,3
11.09,96.78,37.49,0.41,2025-01-31,07:32:00,68.9,3
8.32,99.68,37.55,0.9,2025-01-31,07:36:00,69.99,3
9.35,90.45,37.62,1.02,2025-01-31,07:40:00,68.99,3
6.38,97.17,37.69,0.69,2025-01-31,07:44:00,69.14,3
10.73,95.31,37.75,0.9,2025-01-31,07:48:00,68.57,3
9.8,98.03,37.82,0.22,2025-01-31,07:52:00,68.39,3
8.66,91.79,37.89,1.07,2025-01-31,07:56:00,69.13,3
9.82,100.0,37.95,0.62,2025-01-31,08:00:00,69.3,3
9.57,94.8,38.02,0.92,2025-01-31,08:04:00,68.16,3
8.35,100.0,38.09,0.74,2025-01-31,08:08:00,68.24,3
10.81,87.42,38.15,0.49,2025-01-31,08:12:00,68.23,3
9.43,96.73,38.22,0.81,2025-01-31,08:16:00,68.85,3
9.77,88.86,38.29,0.45,2025-01-31,08:20:00,68.64,3
7.13,99.91,38.35,2.14,2025-01-31,08:24:00,68.37,3
9.82,97.43,38.42,0.26,2025-01-31,08:28:00,67.98,3
9.74,97.83,38.49,1.06,2025-01-31,08:32:00,69.12,3
8.47,93.45,38.55,0.78,2025-01-31,08:36:00,68.76,3
11.22,83.93,38.62,0.64,2025-01-31,08:40:00,67.22,3
5.97,100.0,38.69,0.4,2025-01-31,08:44:00,68.6,3
9.25,93.98,38.75,0.8,2025-01-31,08:48:00,67.98,3
10.88,91.54,38.82,0.63,2025-01-31,08:52:00,67.78,3
14.49,83.5,38.89,0.25,2025-01-31,08:56:00,68.41,3
7.61,98.17,38.95,0.94,2025-01-31,09:00:00,68.16,3
10.56,93.98,39.02,0.82,2025-01-31,09:04:00,67.98,3
11.53,97.83,39.09,0.37,2025-01-31,09:08:00,67.44,3
10.62,83.84,39.15,1.18,2025-01-31,09:12:00,68.35,3
8.08,91.12,39.22,1.14,2025-01-31,09:16:00,67.17,3
9.64,97.7,39.29,0.31,2025-01-31,09:20:00,68.13,3
5.78,90.17,39.35,2.18,2025-01-31,09:24:00,67.74,3
10.74,90.13,39.42,1.02,2025-01-31,09:28:00,67.63,3
7.96,100.0,39.49,0.28,2025-01-31,09:32:00,67.32,3
11.78,90.8,39.55,0.21,2025-01-31,09:36:00,67.63,3
9.63,98.9,39.62,0.56,2025-01-31,09:40:00,66.81,3
9.52,87.17,39.69,0.47,2025-01-31,09:44:00,68.07,3
11.42,96.22,39.75,0.62,2025-01-31,09:48:00,67.2,3
11.69,90.43,39.82,1.63,2025-01-31,09:52:00,67.01,3
13.0,91.8,39.89,1.04,2025-01-31,09:56:00,67.21,3
10.82,96.41,39.95,0.42,2025-01-31,10:00:00,67.07,3
11.22,90.45,40.02,0.73,2025-01-31,10:04:00,67.84,3
8.75,99.16,40.09,0.68,2025-01-31,10:08:00,66.3,3
14.51,82.48,40.15,1.13,2025-01-31,10:12:00,67.08,3
9.84,95.36,40.22,1.06,2025-01-31,10:16:00,67.86,3
13.26,92.56,40.29,0.62,2025-01-31,10:20:00,67.06,3
13.37,87.09,40.35,0.93,2025-01-31,10:24:00,67.07,3
12.81,85.82,40.42,1.25,2025-01-31,10:28:00,66.91,3
11.65,90.1,40.49,0.96,2025-01-31,10:32:00,66.55,3
11.5,98.05,40.55,0.42,2025-01-31,10:36:00,67.1,3
12.21,96.22,40.62,0.43,2025-01-31,10:40:00,66.69,3
8.65,100.0,40.69,0.26,2025-01-31,10:44:00,66.8,3
12.52,98.76,40.75,0.41,2025-01-31,10:48:00,66.96,3
15.66,86.54,40.82,0.44,2025-01-31,10:52:00,66.86,3
12.35,92.35,40.89,0.19,2025-01-31,10:56:00,66.64,3
12.86,80.74,40.95,0.34,2025-01-31,11:00:00,66.99,3
11.01,88.94,41.02,0.3,2025-01-31,11:04:00,67.0,3
13.55,92.23,41.09,0.5,2025-01-31,11:08:00,66.84,3
11.75,96.71,41.15,0.7,2025-01-31,11:12:00,66.92,3
15.14,80.83,41.22,0.4,2025-01-31,11:16:00,67.03,3
15.85,85.75,41.29,1.51,2025-01-31,11:20:00,65.7,3
16.43,96.16,41.35,0.33,2025-01-31,11:24:00,67.63,3
10.96,93.13,41.42,0.19,2025-01-31,11:28:00,66.28,3
15.43,94.08,41.49,0.61,2025-01-31,11:32:00,66.04,3
15.42,88.61,41.55,1.01,2025-01-31,11:36:00,66.19,3
13.43,92.66,41.62,0.49,2025-01-31,11:40:00,65.32,3
16.79,80.26,41.69,0.52,2025-01-31,11:44:00,66.13,3
15.38,78.88,41.75,1.81,2025-01-31,11:48:00,65.57,3
17.45,87.44,41.82,1.06,2025-01-31,11:52:00,65.95,3
12.31,93.06,41.89,0.74,2025-01-31,11:56:00,65.94,3
13.57,89.95,41.95,0.63,2025-01-31,12:00:00,65.52,3
15.34,80.36,42.02,0.21,2025-01-31,12:04:00,64.87,3
17.65,81.74,42.09,1.32,2025-01-31,12:08:00,65.86,3
16.37,82.36,42.15,0.64,2025-01-31,12:12:00,65.68,3
13.72,86.83,42.22,0.29,2025-01-31,12:16:00,65.72,3
19.33,82.15,42.29,0.91,2025-01-31,12:20:00,65.37,3
15.34,90.52,42.35,1.08,2025-01-31,12:24:00,65.2,3
14.26,90.04,42.42,0.52,2025-01-31,12:28:00,65.38,3
14.7,88.92,42.49,0.45,2025-01-31,12:32:00,65.51,3
13.75,89.94,42.55,0.58,2025-01-31,12:36:00,65.72,3
12.09,91.0,42.62,0.4,2025-01-31,12:40:00,64.93,3
16.51,81.08,42.69,0.34,2025-01-31,12:44:00,65.69,3
13.8,89.53,42.75,0.62,2025-01-31,12:48:00,65.57,3
17.7,87.18,42.82,1.06,2025-01-31,12:52:00,65.46,3
19.21,80.61,42.89,1.71,2025-01-31,12:56:00,66.06,3
18.17,78.15,42.95,0.64,2025-01-31,13:00:00,64.22,3
17.67,77.52,43.02,1.53,2025-01-31,13:04:00,66.03,3
14.67,83.23,43.09,0.33,2025-01-31,13:08:00,64.68,3
19.61,74.86,43.15,1.03,2025-01-31,13:12:00,65.08,3
21.99,91.48,43.22,0.51,2025-01-31,13:16:00,64.93,3
21.08,73.99,43.29,2.12,2025-01-31,13:20:00,64.19,3
15.77,86.15,43.36,0.43,2025-01-31,13:24:00,65.08,3
18.45,81.89,43.42,0.74,2025-01-31,13:28:00,65.2,3
18.22,89.74,43.49,0.26,2025-01-31,13:32:00,64.93,3
18.16,84.91,43.56,0.49,2025-01-31,13:36:00,63.93,3
19.18,83.35,43.62,1.15,2025-01-31,13:40:00,64.0,3
23.63,75.42,43.69,1.01,2025-01-31,13:44:00,64.22,3
19.69,81.84,43.76,0.75,2025-01-31,13:48:00,65.16,3
18.76,83.47,43.82,1.04,2025-01-31,13:52:00,64.52,3
20.42,76.23,43.89,0.61,2025-01-31,13:56:00,63.43,3
17.37,79.35,43.96,1.62,2025-01-31,14:00:00,65.41,3
18.74,82.18,44.02,0.25,2025-01-31,14:04:00,65.08,3
22.32,73.83,44.09,0.74,2025-01-31,14:08:00,63.74,3
20.9,79.57,44.16,0.27,2025-01-31,14:12:00,64.03,3
24.9,67.25,44.22,0.35,2025-01-31,14:16:00,64.04,3
21.41,70.52,44.29,0.47,2025-01-31,14:20:00,64.4,3
18.55,75.77,44.36,0.53,2025-01-31,14:24:00,64.19,3
18.05,82.56,44.42,0.62,2025-01-31,14:28:00,63.7,3
23.4,66.83,44.49,0.62,2025-01-31,14:32:00,64.65,3
19.48,90.53,44.56,0.45,2025-01-31,14:36:00,64.82,3
19.47,90.55,44.62,0.66,2025-01-31,14:40:00,63.87,3
20.88,83.11,44.69,0.31,2025-01-31,14:44:00,63.56,3
24.07,72.05,44.76,1.08,2025-01-31,14:48:00,64.6,3
21.51,75.31,44.82,0.94,2025-01-31,14:52:00,62.66,3
20.74,80.38,44.89,1.61,2025-01-31,14:56:00,63.26,3
25.01,75.46,44.96,0.84,2025-01-31,15:00:00,64.15,3
24.84,74.22,45.02,0.91,2025-01-31,15:04:00,64.31,3
26.26,64.06,45.09,0.9,2025-01-31,15:08:00,63.4,3
25.79,70.36,45.16,0.39,2025-01-31,15:12:00,64.65,3
25.37,74.61,45.22,0.74,2025-01-31,15:16:00,62.24,3
21.92,65.32,45.29,0.51,2025-01-31,15:20:00,63.97,3
24.9,67.12,45.36,0.78,2025-01-31,15:24:00,63.41,3
26.18,73.37,45.42,2.24,2025-01-31,15:28:00,63.08,3
27.62,67.01,45.49,1.01,2025-01-31,15:32:00,63.71,3
24.41,71.83,45.56,0.89,2025-01-31,15:36:00,63.03,3
23.24,80.68,45.62,0.91,2025-01-31,15:40:00,62.63,3
22.62,75.81,45.69,0.53,2025-01-31,15:44:00,63.19,3
26.5,67.88,45.76,0.87,2025-01-31,15:48:00,63.05,3
23.36,73.42,45.82,0.68,2025-01-31,15:52:00,62.64,3
25.06,71.03,45.89,1.27,2025-01-31,15:56:00,62.7,3
23.24,70.97,45.96,0.56,2025-01-31,16:00:00,62.73,3
24.83,71.64,46.02,0.28,2025-01-31,16:04:00,62.08,3
26.18,65.03,46.09,0.44,2025-01-31,16:08:00,62.0,3
25.98,69.36,46.16,0.35,2025-01-31,16:12:00,63.26,3
27.07,66.82,46.22,0.8,2025-01-31,16:16:00,62.03,3
22.99,76.68,46.29,1.08,2025-01-31,16:20:00,62.69,3
25.64,79.11,46.36,0.33,2025-01-31,16:24:00,61.71,3
25.08,73.68,46.42,0.94,2025-01-31,16:28:00,63.35,3
24.19,74.23,46.49,0.9,2025-01-31,16:32:00,62.42,3
24.79,73.98,46.56,1.57,2025-01-31,16:36:00,63.06,3
24.64,68.73,46.62,1.2,2025-01-31,16:40:00,63.51,3
27.26,72.62,46.69,0.44,2025-01-31,16:44:00,61.76,3
27.49,70.79,46.76,0.53,2025-01-31,16:48:00,62.02,3
28.57,66.92,46.82,0.56,2025-01-31,16:52:00,62.75,3
27.6,70.37,46.89,1.44,2025-01-31,16:56:00,61.95,3
27.39,70.56,46.96,1.64,2025-01-31,17:00:00,62.36,3
27.35,70.62,47.02,0.88,2025-01-31,17:04:00,62.22,3
28.66,71.97,47.09,0.3,2025-01-31,17:08:00,60.95,3
23.22,71.38,47.16,0.61,2025-01-31,17:12:00,62.54,3
27.43,75.41,47.22,2.06,2025-01-31,17:16:00,61.96,3
28.29,59.54,47.29,0.7,2025-01-31,17:20:00,61.38,3
31.35,66.28,47.36,0.66,2025-01-31,17:24:00,62.7,3
25.66,72.35,47.42,1.32,2025-01-31,17:28:00,61.53,3
25.69,66.65,47.49,0.27,2025-01-31,17:32:00,61.45,3
23.55,79.82,47.56,0.31,2025-01-31,17:36:00,60.88,3
25.41,62.82,47.62,1.41,2025-01-31,17:40:00,62.03,3
27.99,76.14,47.69,0.97,2025-01-31,17:44:00,61.71,3
26.94,80.88,47.76,0.95,2025-01-31,17:48:00,60.77,3
26.99,68.7,47.82,0.25,2025-01-31,17:52:00,61.72,3
28.62,61.94,47.89,0.47,2025-01-31,17:56:00,61.96,3
29.82,62.37,47.96,0.9,2025-01-31,18:00:00,61.73,3
28.77,71.72,48.02,0.35,2025-01-31,18:04:00,62.11,3
28.88,65.06,48.09,0.86,2025-01-31,18:08:00,61.1,3
29.72,50.75,48.16,0.36,2025-01-31,18:12:00,62.24,3
25.32,73.93,48.22,0.3,2025-01-31,18:16:00,61.31,3
29.32,70.49,48.29,0.88,2025-01-31,18:20:00,61.66,3
28.99,69.09,48.36,0.7,2025-01-31,18:24:00,61.85,3
29.19,69.58,48.42,0.62,2025-01-31,18:28:00,62.48,3
28.1,75.87,48.49,0.65,2025-01-31,18:32:00,60.57,3
28.92,65.56,48.56,0.65,2025-01-31,18:36:00,60.69,3
30.2,73.29,48.62,0.27,2025-01-31,18:40:00,61.11,3
32.67,60.22,48.69,1.08,2025-01-31,18:44:00,60.78,3
26.13,76.44,48.76,1.36,2025-01-31,18:48:00,60.52,3
30.71,63.23,48.82,1.74,2025-01-31,18:52:00,60.11,3
32.05,72.12,48.89,0.8,2025-01-31,18:56:00,60.89,3
27.12,72.56,48.96,0.3,2025-01-31,19:00:00,61.17,3
29.34,65.5,49.02,2.82,2025-01-31,19:04:00,60.9,3
30.3,58.56,49.09,0.73,2025-01-31,19:08:00,59.86,3
33.8,60.33,49.16,0.76,2025-01-31,19:12:00,59.83,3
34.16,54.66,49.22,0.41,2025-01-31,19:16:00,60.61,3
27.31,71.24,49.29,0.86,2025-01-31,19:20:00,60.42,3
29.27,69.39,49.36,1.09,2025-01-31,19:24:00,60.33,3
30.3,69.75,49.42,0.74,2025-01-31,19:28:00,60.3,3
31.04,66.13,49.49,0.51,2025-01-31,19:32:00,60.14,3
30.35,64.88,49.56,0.54,2025-01-31,19:36:00,60.42,3
28.07,74.52,49.62,0.78,2025-01-31,19:40:00,60.85,3
27.99,75.22,49.69,0.52,2025-01-31,19:44:00,59.78,3
26.9,64.38,49.76,0.35,2025-01-31,19:48:00,60.43,3
25.95,79.88,49.82,1.06,2025-01-31,19:52:00,60.19,3
26.87,75.84,49.89,0.69,2025-01-31,19:56:00,59.21,3
32.32,57.25,49.96,0.74,2025-01-31,20:00:00,59.73,3
31.42,53.48,50.03,0.46,2025-01-31,20:04:00,60.01,3
31.1,69.37,50.09,0.35,2025-01-31,20:08:00,61.04,3
29.54,66.72,50.16,0.42,2025-01-31,20:12:00,59.55,3
29.89,62.88,50.23,1.12,2025-01-31,20:16:00,59.56,3
29.42,67.43,50.29,0.52,2025-01-31,20:20:00,60.02,3
26.77,75.77,50.36,0.63,2025-01-31,20:24:00,59.71,3
31.22,53.01,50.43,1.17,2025-01-31,20:28:00,59.09,3
31.61,63.22,50.49,1.0,2025-01-31,20:32:00,58.8,3
27.58,68.92,50.56,0.95,2025-01-31,20:36:00,58.69,3
27.55,76.16,50.63,0.36,2025-01-31,20:40:00,60.0,3
30.52,68.36,50.69,0.92,2025-01-31,20:44:00,59.01,3
30.47,68.4,50.76,1.15,2025-01-31,20:48:00,60.66,3
31.21,60.97,50.83,0.52,2025-01-31,20:52:00,59.17,3
32.53,64.55,50.89,0.35,2025-01-31,20:56:00,59.77,3
27.54,66.26,50.96,0.88,2025-01-31,21:00:00,58.75,3
29.45,65.28,51.03,0.99,2025-01-31,21:04:00,59.38,3
27.56,71.53,51.09,0.67,2025-01-31,21:08:00,59.95,3
27.65,68.95,51.16,1.08,2025-01-31,21:12:00,59.02,3
28.6,68.69,51.23,0.69,2025-01-31,21:16:00,58.6,3
32.28,68.15,51.29,0.4,2025-01-31,21:20:00,58.91,3
31.55,60.86,51.36,0.69,2025-01-31,21:24:00,58.94,3
29.12,61.13,51.43,1.82,2025-01-31,21:28:00,58.51,3
24.89,68.13,51.49,0.66,2025-01-31,21:32:00,59.78,3
29.92,59.5,51.56,0.32,2025-01-31,21:36:00,58.91,3
29.8,73.33,51.63,1.55,2025-01-31,21:40:00,59.49,3
27.12,72.59,51.69,2.08,2025-01-31,21:44:00,59.34,3
30.57,69.5,51.76,0.59,2025-01-31,21:48:00,59.61,3
26.92,74.07,51.83,0.62,2025-01-31,21:52:00,58.08,3
30.4,63.41,51.89,0.69,2025-01-31,21:56:00,58.98,3
29.14,74.44,51.96,0.64,2025-01-31,22:00:00,58.36,3
25.65,68.07,52.03,0.41,2025-01-31,22:04:00,58.49,3
27.76,78.43,52.09,1.04,2025-01-31,22:08:00,57.98,3
28.68,67.6,52.16,1.07,2025-01-31,22:12:00,59.63,3
28.89,75.61,52.23,0.64,2025-01-31,22:16:00,58.05,3
30.26,59.37,52.29,0.62,2025-01-31,22:20:00,58.7,3
30.41,62.23,52.36,0.61,2025-01-31,22:24:00,57.68,3
27.51,60.72,52.43,1.03,2025-01-31,22:28:00,58.15,3
29.0,71.71,52.49,0.69,2025-01-31,22:32:00,58.76,3
30.99,64.79,52.56,0.59,2025-01-31,22:36:00,58.35,3
25.62,81.65,52.63,0.36,2025-01-31,22:40:00,57.66,3
26.33,68.08,52.69,1.12,2025-01-31,22:44:00,57.73,3
24.12,80.5,52.76,0.46,2025-01-31,22:48:00,58.12,3
26.05,71.32,52.83,0.36,2025-01-31,22:52:00,57.98,3
27.6,68.12,52.89,0.93,2025-01-31,22:56:00,57.28,3
22.84,74.29,52.96,0.69,2025-01-31,23:00:00,57.7,3
27.82,64.04,53.03,2.15,2025-01-31,23:04:00,57.77,3
25.88,73.06,53.09,0.34,2025-01-31,23:08:00,58.08,3
26.57,71.21,53.16,0.5,2025-01-31,23:12:00,58.26,3
24.22,65.8,53.23,0.93,2025-01-31,23:16:00,58.04,3
26.22,58.11,53.29,0.67,2025-01-31,23:20:00,57.82,3
29.65,63.96,53.36,0.75,2025-01-31,23:24:00,57.79,3
25.36,77.77,53.43,0.75,2025-01-31,23:28:00,57.8,3
21.59,78.72,53.49,0.29,2025-01-31,23:32:00,57.99,3
28.31,61.03,53.56,0.78,2025-01-31,23:36:00,58.31,3
26.82,60.9,53.63,1.01,2025-01-31,23:40:00,56.93,3
25.78,77.1,53.69,0.43,2025-01-31,23:44:00,57.14,3
26.58,61.86,53.76,0.44,2025-01-31,23:48:00,57.82,3
25.46,75.6,53.83,0.54,2025-01-31,23:52:00,56.77,3
28.44,70.19,53.89,0.35,2025-01-31,23:56:00,56.57,3
26.5,78.42,53.96,0.41,2025-02-01,00:00:00,56.85,3
23.94,70.95,54.03,0.71,2025-02-01,00:04:00,57.16,3
27.68,73.18,54.09,1.32,2025-02-01,00:08:00,56.84,3
28.18,74.73,54.16,0.51,2025-02-01,00:12:00,57.21,3
26.2,64.01,54.23,1.65,2025-02-01,00:16:00,56.84,3
25.04,73.11,54.29,0.51,2025-02-01,00:20:00,56.76,3
22.36,76.26,54.36,1.07,2025-02-01,00:24:00,56.05,3
25.28,66.76,54.43,0.46,2025-02-01,00:28:00,57.14,3
24.52,74.54,54.49,0.84,2025-02-01,00:32:00,57.09,3
23.53,68.86,54.56,1.52,2025-02-01,00:36:00,56.65,3
24.82,74.68,54.63,0.95,2025-02-01,00:40:00,56.77,3
23.43,85.72,54.69,0.64,2025-02-01,00:44:00,56.72,3
24.19,72.7,54.76,1.43,2025-02-01,00:48:00,57.12,3
