temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,ID,horas_operacion,ciclo_operacion,fecha_ultima_calibracion,hora_ultima_calibracion
27.85,51.65,15.05,2047.5,4/5/2025,17:22:30,56.75,1,4431,728.22,2,4/4/2025,9:09:35
27.85,51.62,15.05,2047.5,4/5/2025,17:22:42,56.74,1,4432,728.22,2,4/4/2025,9:09:35
27.87,51.62,15.05,2041.5,4/5/2025,17:22:53,56.72,1,4433,728.22,2,4/4/2025,9:09:35
27.86,51.64,15.06,2047.5,4/5/2025,17:23:06,56.7,1,4434,728.23,2,4/4/2025,9:09:35
27.84,51.59,15.06,2047.5,4/5/2025,17:23:18,56.68,1,4435,728.23,2,4/4/2025,9:09:35
27.85,51.62,15.06,2047.5,4/5/2025,17:23:30,56.67,1,4436,728.23,2,4/4/2025,9:09:35
27.87,51.63,15.07,2047.5,4/5/2025,17:23:42,56.65,1,4437,728.24,2,4/4/2025,9:09:35
27.86,51.64,15.07,2047.5,4/5/2025,17:23:57,56.63,1,4438,728.24,2,4/4/2025,9:09:35
27.84,51.64,15.07,2047.5,4/5/2025,17:24:09,56.61,1,4439,728.24,2,4/4/2025,9:09:35
27.85,51.57,15.08,2047.5,4/5/2025,17:24:25,56.6,1,4440,728.25,2,4/4/2025,9:09:35
27.86,51.63,15.08,2047.5,4/5/2025,17:24:44,56.58,1,4441,728.25,2,4/4/2025,9:09:35
27.86,51.57,15.09,2047.5,4/5/2025,17:24:57,56.56,1,4442,728.26,2,4/4/2025,9:09:35
27.86,51.6,15.09,2047.5,4/5/2025,17:25:09,56.54,1,4443,728.26,2,4/4/2025,9:09:35
27.85,51.6,15.09,2047.5,4/5/2025,17:25:21,56.53,1,4444,728.26,2,4/4/2025,9:09:35
27.85,51.56,15.1,2047.5,4/5/2025,17:25:33,56.51,1,4445,728.27,2,4/4/2025,9:09:35
27.85,51.58,15.1,2045.5,4/5/2025,17:25:48,56.49,1,4446,728.27,2,4/4/2025,9:09:35
27.84,51.59,15.11,2047.5,4/5/2025,17:26:00,56.47,1,4447,728.27,2,4/4/2025,9:09:35
27.86,51.6,15.11,2041.5,4/5/2025,17:26:12,56.46,1,4448,728.28,2,4/4/2025,9:09:35
27.86,51.58,15.11,2047.5,4/5/2025,17:26:24,56.44,1,4449,728.28,2,4/4/2025,9:09:35
27.87,51.6,15.12,2047.5,4/5/2025,17:26:36,56.42,1,4450,728.28,2,4/4/2025,9:09:35
27.88,51.61,15.12,2047.5,4/5/2025,17:26:51,56.4,1,4451,728.29,2,4/4/2025,9:09:35
27.88,51.61,15.12,2047.5,4/5/2025,17:27:03,56.38,1,4452,728.29,2,4/4/2025,9:09:35
27.9,51.62,15.13,2047.5,4/5/2025,17:27:15,56.37,1,4453,728.29,2,4/4/2025,9:09:35
27.89,51.59,15.13,2044,4/5/2025,17:27:27,56.35,1,4454,728.3,2,4/4/2025,9:09:35
27.88,51.63,15.13,2047.5,4/5/2025,17:27:39,56.33,1,4455,728.3,2,4/4/2025,9:09:35
27.87,51.66,15.14,2047.5,4/5/2025,17:27:52,56.31,1,4456,728.3,2,4/4/2025,9:09:35
27.89,51.61,15.14,2043.5,4/5/2025,17:28:04,56.3,1,4457,728.31,2,4/4/2025,9:09:35
27.88,51.58,15.14,2047.5,4/5/2025,17:28:16,56.28,1,4458,728.31,2,4/4/2025,9:09:35
27.89,51.57,15.15,2043.5,4/5/2025,17:28:28,56.26,1,4459,728.31,2,4/4/2025,9:09:35
27.89,51.59,15.15,2047.5,4/5/2025,17:28:40,56.24,1,4460,728.32,2,4/4/2025,9:09:35
27.9,51.63,15.15,2047.5,4/5/2025,17:28:52,56.23,1,4461,728.32,2,4/4/2025,9:09:35
27.92,51.66,15.16,2047.5,4/5/2025,17:29:04,56.21,1,4462,728.32,2,4/4/2025,9:09:35
27.91,51.66,15.16,2047.5,4/5/2025,17:29:22,56.19,1,4463,728.33,2,4/4/2025,9:09:35
27.9,51.65,15.17,2047.5,4/5/2025,17:29:35,56.17,1,4464,728.33,2,4/4/2025,9:09:35
27.9,51.65,15.17,2047.5,4/5/2025,17:29:48,56.16,1,4465,728.34,2,4/4/2025,9:09:35
27.9,51.66,15.17,2047.5,4/5/2025,17:30:00,56.14,1,4466,728.34,2,4/4/2025,9:09:35
27.91,51.67,15.18,2047.5,4/5/2025,17:30:12,56.12,1,4467,728.34,2,4/4/2025,9:09:35
27.94,51.65,15.18,2047.5,4/5/2025,17:30:28,56.1,1,4468,728.35,2,4/4/2025,9:09:35
27.91,51.67,15.18,2047,4/5/2025,17:30:44,56.08,1,4469,728.35,2,4/4/2025,9:09:35
27.92,51.69,15.19,2047.5,4/5/2025,17:30:56,56.07,1,4470,728.36,2,4/4/2025,9:09:35
27.93,51.71,15.19,2047.5,4/5/2025,17:31:08,56.05,1,4471,728.36,2,4/4/2025,9:09:35
27.94,51.71,15.19,2047.5,4/5/2025,17:31:20,56.03,1,4472,728.36,2,4/4/2025,9:09:35
27.93,51.74,15.2,2047.5,4/5/2025,17:31:32,56.01,1,4473,728.37,2,4/4/2025,9:09:35
27.92,51.69,15.2,2047.5,4/5/2025,17:31:44,56,1,4474,728.37,2,4/4/2025,9:09:35
27.93,51.67,15.21,2047.5,4/5/2025,17:31:59,55.98,1,4475,728.37,2,4/4/2025,9:09:35
27.92,51.67,15.21,2047.5,4/5/2025,17:32:11,55.96,1,4476,728.38,2,4/4/2025,9:09:35
27.91,51.65,15.21,2047.5,4/5/2025,17:32:23,55.94,1,4477,728.38,2,4/4/2025,9:09:35
27.91,51.64,15.22,2047.5,4/5/2025,17:32:36,55.93,1,4478,728.38,2,4/4/2025,9:09:35
27.9,51.67,15.22,2047.5,4/5/2025,17:32:48,55.91,1,4479,728.39,2,4/4/2025,9:09:35
27.91,51.65,15.22,2047.5,4/5/2025,17:33:02,55.89,1,4480,728.39,2,4/4/2025,9:09:35
27.9,51.64,15.23,2047.5,4/5/2025,17:33:14,55.87,1,4481,728.39,2,4/4/2025,9:09:35
27.89,51.63,15.23,2047.5,4/5/2025,17:33:26,55.86,1,4482,728.4,2,4/4/2025,9:09:35
27.89,51.63,15.23,2047.5,4/5/2025,17:33:38,55.84,1,4483,728.4,2,4/4/2025,9:09:35
27.86,51.64,15.24,2047.5,4/5/2025,17:33:50,55.82,1,4484,728.4,2,4/4/2025,9:09:35
27.85,51.67,15.24,2047.5,4/5/2025,17:34:02,55.8,1,4485,728.41,2,4/4/2025,9:09:35
27.84,51.69,15.24,2047.5,4/5/2025,17:34:14,55.78,1,4486,728.41,2,4/4/2025,9:09:35
27.83,51.7,15.25,2047.5,4/5/2025,17:34:26,55.77,1,4487,728.41,2,4/4/2025,9:09:35
27.85,51.67,15.25,2047.5,4/5/2025,17:34:38,55.75,1,4488,728.42,2,4/4/2025,9:09:35
27.83,51.71,15.25,2047.5,4/5/2025,17:34:50,55.73,1,4489,728.42,2,4/4/2025,9:09:35
27.84,51.7,15.26,2047.5,4/5/2025,17:35:04,55.71,1,4490,728.42,2,4/4/2025,9:09:35
27.84,51.73,15.26,2047.5,4/5/2025,17:35:16,55.7,1,4491,728.43,2,4/4/2025,9:09:35
27.83,51.73,15.26,2047.5,4/5/2025,17:35:29,55.68,1,4492,728.43,2,4/4/2025,9:09:35
27.84,51.72,15.27,2047.5,4/5/2025,17:35:41,55.66,1,4493,728.44,2,4/4/2025,9:09:35
27.82,51.73,15.27,2047.5,4/5/2025,17:35:53,55.64,1,4494,728.44,2,4/4/2025,9:09:35
27.82,51.72,15.27,2047.5,4/5/2025,17:36:06,55.63,1,4495,728.44,2,4/4/2025,9:09:35
27.79,51.74,15.28,2047.5,4/5/2025,17:36:18,55.61,1,4496,728.45,2,4/4/2025,9:09:35
27.83,51.7,15.28,2047.5,4/5/2025,17:36:30,55.59,1,4497,728.45,2,4/4/2025,9:09:35
27.84,51.74,15.28,2042.5,4/5/2025,17:36:42,55.57,1,4498,728.45,2,4/4/2025,9:09:35
27.84,51.72,15.29,2047.5,4/5/2025,17:36:54,55.56,1,4499,728.46,2,4/4/2025,9:09:35
27.83,51.7,15.29,2047.5,4/5/2025,17:37:06,55.54,1,4500,728.46,2,4/4/2025,9:09:35
27.82,51.71,15.29,2047.5,4/5/2025,17:37:18,55.52,1,4501,728.46,2,4/4/2025,9:09:35
27.82,51.73,15.3,2047.5,4/5/2025,17:37:30,55.5,1,4502,728.47,2,4/4/2025,9:09:35
27.8,51.74,15.3,2047.5,4/5/2025,17:37:42,55.48,1,4503,728.47,2,4/4/2025,9:09:35
27.81,51.76,15.3,2047.5,4/5/2025,17:37:57,55.47,1,4504,728.47,2,4/4/2025,9:09:35
27.81,51.74,15.31,2047.5,4/5/2025,17:38:09,55.45,1,4505,728.48,2,4/4/2025,9:09:35
27.8,51.74,15.31,2047.5,4/5/2025,17:38:21,55.43,1,4506,728.48,2,4/4/2025,9:09:35
27.81,51.72,15.31,2047.5,4/5/2025,17:38:33,55.41,1,4507,728.48,2,4/4/2025,9:09:35
27.8,51.7,15.32,2047.5,4/5/2025,17:38:45,55.4,1,4508,728.49,2,4/4/2025,9:09:35
27.8,51.69,15.32,2047.5,4/5/2025,17:39:00,55.38,1,4509,728.49,2,4/4/2025,9:09:35
27.79,51.72,15.33,2047.5,4/5/2025,17:39:13,55.36,1,4510,728.49,2,4/4/2025,9:09:35
27.8,51.77,15.33,2040,4/5/2025,17:39:25,55.34,1,4511,728.5,2,4/4/2025,9:09:35
27.78,51.96,15.33,2047.5,4/5/2025,17:39:37,55.33,1,4512,728.5,2,4/4/2025,9:09:35
27.79,51.91,15.34,2047.5,4/5/2025,17:39:49,55.31,1,4513,728.5,2,4/4/2025,9:09:35
27.8,51.82,15.38,2047.5,4/5/2025,17:42:44,55.29,1,4514,728.55,2,4/4/2025,9:09:35
27.69,52.18,15.41,2047.5,4/5/2025,17:43:59,55.27,1,4515,728.57,2,4/4/2025,9:09:35
27.74,52.36,15.41,2047.5,4/5/2025,17:44:19,55.26,1,4516,728.58,2,4/4/2025,9:09:35
27.77,52.38,15.41,2047.5,4/5/2025,17:44:34,55.24,1,4517,728.58,2,4/4/2025,9:09:35
27.78,52.38,15.42,2047.5,4/5/2025,17:44:48,55.22,1,4518,728.59,2,4/4/2025,9:09:35
27.87,52.28,15.43,2047.5,4/5/2025,17:45:42,55.2,1,4519,728.6,2,4/4/2025,9:09:35
27.92,52.09,15.45,2047.5,4/5/2025,17:46:44,55.19,1,4520,728.62,2,4/4/2025,9:09:35
27.93,52.06,15.45,2047.5,4/5/2025,17:46:58,55.17,1,4521,728.62,2,4/4/2025,9:09:35
27.91,52.14,15.46,2047.5,4/5/2025,17:47:12,55.15,1,4522,728.63,2,4/4/2025,9:09:35
27.88,52.22,15.47,2047.5,4/5/2025,17:47:54,55.13,1,4523,728.64,2,4/4/2025,9:09:35
27.89,52.22,15.47,2047.5,4/5/2025,17:48:06,55.11,1,4524,728.64,2,4/4/2025,9:09:35
27.87,52.18,15.48,2047.5,4/5/2025,17:48:19,55.1,1,4525,728.65,2,4/4/2025,9:09:35
27.89,52.14,15.48,2047.5,4/5/2025,17:48:31,55.08,1,4526,728.65,2,4/4/2025,9:09:35
27.88,52.13,15.48,2012.5,4/5/2025,17:48:44,55.06,1,4527,728.65,2,4/4/2025,9:09:35
27.88,52.23,15.49,2026,4/5/2025,17:49:02,55.04,1,4528,728.66,2,4/4/2025,9:09:35
27.89,52.2,15.5,2030.5,4/5/2025,17:49:42,55.03,1,4529,728.67,2,4/4/2025,9:09:35
27.9,52.15,15.51,2033.5,4/5/2025,17:50:05,55.01,1,4530,728.68,2,4/4/2025,9:09:35
27.91,52.09,15.51,2031,4/5/2025,17:50:21,54.99,1,4531,728.68,2,4/4/2025,9:09:35
27.91,52.08,15.52,2032,4/5/2025,17:50:35,54.97,1,4532,728.68,2,4/4/2025,9:09:35
27.93,52.01,15.52,2030,4/5/2025,17:50:50,54.96,1,4533,728.69,2,4/4/2025,9:09:35
27.92,52.05,15.52,2029.5,4/5/2025,17:51:03,54.94,1,4534,728.69,2,4/4/2025,9:09:35
27.92,52.04,15.53,2018,4/5/2025,17:51:15,54.92,1,4535,728.69,2,4/4/2025,9:09:35
27.98,51.97,15.55,2033.5,4/5/2025,17:52:23,54.9,1,4536,728.71,2,4/4/2025,9:09:35
27.97,51.9,15.56,2032,4/5/2025,17:53:08,54.89,1,4537,728.73,2,4/4/2025,9:09:35
27.97,51.93,15.56,2033.5,4/5/2025,17:53:27,54.87,1,4538,728.73,2,4/4/2025,9:09:35
27.98,51.9,15.57,2043.5,4/5/2025,17:53:39,54.85,1,4539,728.73,2,4/4/2025,9:09:35
27.99,51.92,15.57,2043,4/5/2025,17:53:52,54.83,1,4540,728.74,2,4/4/2025,9:09:35
28.01,51.88,15.57,2034.5,4/5/2025,17:54:04,54.81,1,4541,728.74,2,4/4/2025,9:09:35
28,51.89,15.58,2033.5,4/5/2025,17:54:16,54.8,1,4542,728.74,2,4/4/2025,9:09:35
28.02,51.87,15.58,2022.5,4/5/2025,17:54:29,54.78,1,4543,728.75,2,4/4/2025,9:09:35
28.02,51.89,15.58,2035.5,4/5/2025,17:54:41,54.76,1,4544,728.75,2,4/4/2025,9:09:35
27.99,51.88,15.59,2031.5,4/5/2025,17:54:54,54.74,1,4545,728.76,2,4/4/2025,9:09:35
28.02,51.88,15.59,2035,4/5/2025,17:55:17,54.73,1,4546,728.76,2,4/4/2025,9:09:35
28.02,51.91,15.6,2034.5,4/5/2025,17:55:29,54.71,1,4547,728.76,2,4/4/2025,9:09:35
28.02,51.94,15.6,2035,4/5/2025,17:55:42,54.69,1,4548,728.77,2,4/4/2025,9:09:35
28.02,51.94,15.6,2037,4/5/2025,17:55:54,54.67,1,4549,728.77,2,4/4/2025,9:09:35
28.05,51.93,15.61,2033,4/5/2025,17:56:08,54.66,1,4550,728.78,2,4/4/2025,9:09:35
28.04,51.95,15.61,2039.5,4/5/2025,17:56:29,54.64,1,4551,728.78,2,4/4/2025,9:09:35
28.04,51.91,15.62,2038.5,4/5/2025,17:56:43,54.62,1,4552,728.79,2,4/4/2025,9:09:35
28.03,51.91,15.62,2047.5,4/5/2025,17:56:54,54.6,1,4553,728.79,2,4/4/2025,9:09:35
28.04,51.91,15.62,2033.5,4/5/2025,17:57:07,54.59,1,4554,728.79,2,4/4/2025,9:09:35
28.04,51.91,15.63,2030.5,4/5/2025,17:57:18,54.57,1,4555,728.8,2,4/4/2025,9:09:35
28.03,51.9,15.63,2033.5,4/5/2025,17:57:30,54.55,1,4556,728.8,2,4/4/2025,9:09:35
28.04,51.91,15.63,2031,4/5/2025,17:57:42,54.53,1,4557,728.8,2,4/4/2025,9:09:35
28.04,51.91,15.64,2034.5,4/5/2025,17:57:54,54.52,1,4558,728.81,2,4/4/2025,9:09:35
28.04,51.9,15.64,2032.5,4/5/2025,17:58:06,54.5,1,4559,728.81,2,4/4/2025,9:09:35
28.06,51.93,15.64,2029.5,4/5/2025,17:58:19,54.48,1,4560,728.81,2,4/4/2025,9:09:35
28.04,51.9,15.65,2037.5,4/5/2025,17:58:32,54.46,1,4561,728.82,2,4/4/2025,9:09:35
28.04,51.89,15.65,2014.5,4/5/2025,17:58:46,54.44,1,4562,728.82,2,4/4/2025,9:09:35
28.06,51.96,15.66,2031,4/5/2025,17:58:59,54.43,1,4563,728.82,2,4/4/2025,9:09:35
28.06,51.99,15.66,2038.5,4/5/2025,17:59:23,54.41,1,4564,728.83,2,4/4/2025,9:09:35
28.07,51.97,15.67,2036.5,4/5/2025,17:59:36,54.39,1,4565,728.83,2,4/4/2025,9:09:35
28.1,51.94,15.71,2035.5,4/5/2025,18:02:34,54.37,1,4566,728.88,2,4/4/2025,9:09:35
28.11,51.98,15.72,2031.5,4/5/2025,18:02:55,54.36,1,4567,728.89,2,4/4/2025,9:09:35
28.13,51.99,15.73,2029,4/5/2025,18:03:13,54.34,1,4568,728.89,2,4/4/2025,9:09:35
28.12,52,15.73,2034,4/5/2025,18:03:27,54.32,1,4569,728.9,2,4/4/2025,9:09:35
28.13,51.93,15.76,2038.5,4/5/2025,18:04:59,54.3,1,4570,728.92,2,4/4/2025,9:09:35
28.18,51.84,15.77,2035.5,4/5/2025,18:06:09,54.29,1,4571,728.94,2,4/4/2025,9:09:35
28.18,51.81,15.79,2041,4/5/2025,18:07:00,54.27,1,4572,728.96,2,4/4/2025,9:09:35
28.21,51.81,15.8,2032.5,4/5/2025,18:07:48,54.25,1,4573,728.97,2,4/4/2025,9:09:35
28.22,52.07,15.81,2031.5,4/5/2025,18:08:05,54.23,1,4574,728.98,2,4/4/2025,9:09:35
28.23,51.99,15.81,2033.5,4/5/2025,18:08:23,54.22,1,4575,728.98,2,4/4/2025,9:09:35
28.24,51.91,15.82,2031.5,4/5/2025,18:08:41,54.2,1,4576,728.98,2,4/4/2025,9:09:35
28.26,51.83,15.82,2031.5,4/5/2025,18:08:58,54.18,1,4577,728.99,2,4/4/2025,9:09:35
28.28,51.79,15.83,2032,4/5/2025,18:09:19,54.16,1,4578,729,2,4/4/2025,9:09:35
28.24,52.22,15.83,2031.5,4/5/2025,18:09:39,54.14,1,4579,729,2,4/4/2025,9:09:35
28.25,51.99,15.84,2025.5,4/5/2025,18:09:54,54.13,1,4580,729.01,2,4/4/2025,9:09:35
28.25,51.92,15.84,2041,4/5/2025,18:10:10,54.11,1,4581,729.01,2,4/4/2025,9:09:35
28.26,51.87,15.85,2027.5,4/5/2025,18:10:24,54.09,1,4582,729.01,2,4/4/2025,9:09:35
28.28,51.85,15.85,2031.5,4/5/2025,18:10:39,54.07,1,4583,729.02,2,4/4/2025,9:09:35
28.29,51.83,15.85,2032.5,4/5/2025,18:10:56,54.06,1,4584,729.02,2,4/4/2025,9:09:35
28.28,51.8,15.86,2031,4/5/2025,18:11:12,54.04,1,4585,729.03,2,4/4/2025,9:09:35
28.27,51.78,15.86,2030,4/5/2025,18:11:27,54.02,1,4586,729.03,2,4/4/2025,9:09:35
28.28,51.77,15.87,2031.5,4/5/2025,18:11:42,54,1,4587,729.04,2,4/4/2025,9:09:35
28.28,51.74,15.87,2033.5,4/5/2025,18:12:04,53.99,1,4588,729.04,2,4/4/2025,9:09:35
28.28,51.71,15.88,2027.5,4/5/2025,18:12:27,53.97,1,4589,729.05,2,4/4/2025,9:09:35
28.29,51.72,15.88,2036,4/5/2025,18:12:42,53.95,1,4590,729.05,2,4/4/2025,9:09:35
28.29,51.65,15.9,2034,4/5/2025,18:13:52,53.93,1,4591,729.07,2,4/4/2025,9:09:35
28.29,51.62,15.91,2032,4/5/2025,18:14:07,53.92,1,4592,729.08,2,4/4/2025,9:09:35
28.31,51.65,15.91,2032,4/5/2025,18:14:22,53.9,1,4593,729.08,2,4/4/2025,9:09:35
28.32,51.69,15.92,2031.5,4/5/2025,18:14:37,53.88,1,4594,729.08,2,4/4/2025,9:09:35
28.31,51.63,15.92,2038.5,4/5/2025,18:14:56,53.86,1,4595,729.09,2,4/4/2025,9:09:35
28.32,51.64,15.93,2029.5,4/5/2025,18:15:12,53.84,1,4596,729.09,2,4/4/2025,9:09:35
28.31,51.65,15.93,2031.5,4/5/2025,18:15:27,53.83,1,4597,729.1,2,4/4/2025,9:09:35
28.31,51.67,15.93,2033,4/5/2025,18:15:45,53.81,1,4598,729.1,2,4/4/2025,9:09:35
28.32,51.66,15.94,2047.5,4/5/2025,18:16:03,53.79,1,4599,729.11,2,4/4/2025,9:09:35
28.31,51.65,15.94,2040,4/5/2025,18:16:18,53.77,1,4600,729.11,2,4/4/2025,9:09:35
28.33,51.64,15.95,2035.5,4/5/2025,18:16:30,53.76,1,4601,729.12,2,4/4/2025,9:09:35
28.32,51.68,15.95,2024,4/5/2025,18:16:52,53.74,1,4602,729.12,2,4/4/2025,9:09:35
28.32,51.68,15.96,2042,4/5/2025,18:17:05,53.72,1,4603,729.12,2,4/4/2025,9:09:35
28.3,51.73,15.96,2043,4/5/2025,18:17:19,53.7,1,4604,729.13,2,4/4/2025,9:09:35
28.31,51.64,15.97,2040,4/5/2025,18:17:58,53.69,1,4605,729.14,2,4/4/2025,9:09:35
28.28,51.6,15.98,2044.5,4/5/2025,18:18:21,53.67,1,4606,729.15,2,4/4/2025,9:09:35
28.29,51.66,15.98,2040,4/5/2025,18:18:35,53.65,1,4607,729.15,2,4/4/2025,9:09:35
28.26,51.7,15.99,2035.5,4/5/2025,18:18:52,53.63,1,4608,729.15,2,4/4/2025,9:09:35
28.28,51.65,15.99,2039,4/5/2025,18:19:05,53.62,1,4609,729.16,2,4/4/2025,9:09:35
28.26,51.69,15.99,2032.5,4/5/2025,18:19:19,53.6,1,4610,729.16,2,4/4/2025,9:09:35
28.27,51.68,16,2040.5,4/5/2025,18:19:34,53.58,1,4611,729.17,2,4/4/2025,9:09:35
28.27,51.61,16,2039.5,4/5/2025,18:19:47,53.56,1,4612,729.17,2,4/4/2025,9:09:35
28.27,51.57,16.01,2035.5,4/5/2025,18:20:00,53.54,1,4613,729.17,2,4/4/2025,9:09:35
28.28,51.62,16.01,2040,4/5/2025,18:20:12,53.53,1,4614,729.18,2,4/4/2025,9:09:35
28.26,51.6,16.01,2033,4/5/2025,18:20:24,53.51,1,4615,729.18,2,4/4/2025,9:09:35
28.26,51.58,16.02,2034,4/5/2025,18:20:46,53.49,1,4616,729.19,2,4/4/2025,9:09:35
28.27,51.59,16.02,2042,4/5/2025,18:21:06,53.47,1,4617,729.19,2,4/4/2025,9:09:35
28.28,51.62,16.03,2022.5,4/5/2025,18:21:23,53.46,1,4618,729.2,2,4/4/2025,9:09:35
28.3,51.72,16.03,2032.5,4/5/2025,18:21:35,53.44,1,4619,729.2,2,4/4/2025,9:09:35
28.29,51.7,16.04,2027.5,4/5/2025,18:21:51,53.42,1,4620,729.2,2,4/4/2025,9:09:35
28.3,51.73,16.04,2029.5,4/5/2025,18:22:10,53.4,1,4621,729.21,2,4/4/2025,9:09:35
28.3,51.75,16.04,2032.5,4/5/2025,18:22:22,53.39,1,4622,729.21,2,4/4/2025,9:09:35
28.3,51.74,16.05,2047.5,4/5/2025,18:22:35,53.37,1,4623,729.22,2,4/4/2025,9:09:35
28.32,51.74,16.05,2039,4/5/2025,18:22:47,53.35,1,4624,729.22,2,4/4/2025,9:09:35
28.33,51.69,16.06,2031.5,4/5/2025,18:22:59,53.33,1,4625,729.22,2,4/4/2025,9:09:35
28.32,51.68,16.06,2032,4/5/2025,18:23:11,53.32,1,4626,729.23,2,4/4/2025,9:09:35
28.34,51.65,16.06,2038,4/5/2025,18:23:23,53.3,1,4627,729.23,2,4/4/2025,9:09:35
28.33,51.66,16.07,2032.5,4/5/2025,18:23:36,53.28,1,4628,729.23,2,4/4/2025,9:09:35
28.33,51.65,16.07,2035,4/5/2025,18:23:48,53.26,1,4629,729.24,2,4/4/2025,9:09:35
28.34,51.69,16.08,2035.5,4/5/2025,18:24:13,53.25,1,4630,729.24,2,4/4/2025,9:09:35
28.31,51.71,16.08,2037,4/5/2025,18:24:37,53.23,1,4631,729.25,2,4/4/2025,9:09:35
28.33,51.77,16.09,2034.5,4/5/2025,18:24:59,53.21,1,4632,729.26,2,4/4/2025,9:09:35
28.34,51.75,16.09,2034.5,4/5/2025,18:25:12,53.19,1,4633,729.26,2,4/4/2025,9:09:35
28.34,51.72,16.1,2035.5,4/5/2025,18:25:24,53.17,1,4634,729.26,2,4/4/2025,9:09:35
28.34,51.7,16.1,2039.5,4/5/2025,18:25:37,53.16,1,4635,729.27,2,4/4/2025,9:09:35
28.34,51.7,16.1,2034,4/5/2025,18:25:48,53.14,1,4636,729.27,2,4/4/2025,9:09:35
28.31,51.69,16.11,2034.5,4/5/2025,18:26:00,53.12,1,4637,729.27,2,4/4/2025,9:09:35
28.29,51.81,16.11,2033.5,4/5/2025,18:26:12,53.1,1,4638,729.28,2,4/4/2025,9:09:35
28.26,51.93,16.11,2034.5,4/5/2025,18:26:24,53.09,1,4639,729.28,2,4/4/2025,9:09:35
28.25,51.98,16.12,2046,4/5/2025,18:26:36,53.07,1,4640,729.28,2,4/4/2025,9:09:35
28.24,51.99,16.12,2038.5,4/5/2025,18:26:50,53.05,1,4641,729.29,2,4/4/2025,9:09:35
28.22,51.93,16.12,2032.5,4/5/2025,18:27:02,53.03,1,4642,729.29,2,4/4/2025,9:09:35
28.24,51.97,16.13,2031.5,4/5/2025,18:27:13,53.02,1,4643,729.29,2,4/4/2025,9:09:35
28.2,51.96,16.13,2033.5,4/5/2025,18:27:25,53,1,4644,729.3,2,4/4/2025,9:09:35
28.21,52,16.13,2042,4/5/2025,18:27:38,52.98,1,4645,729.3,2,4/4/2025,9:09:35
28.2,52.02,16.14,2033.5,4/5/2025,18:27:49,52.96,1,4646,729.3,2,4/4/2025,9:09:35
28.19,52.01,16.14,2042,4/5/2025,18:28:01,52.95,1,4647,729.31,2,4/4/2025,9:09:35
28.21,51.96,16.14,2032.5,4/5/2025,18:28:13,52.93,1,4648,729.31,2,4/4/2025,9:09:35
28.21,51.96,16.15,2018.5,4/5/2025,18:28:25,52.91,1,4649,729.31,2,4/4/2025,9:09:35
28.22,52.01,16.15,2040,4/5/2025,18:28:37,52.89,1,4650,729.32,2,4/4/2025,9:09:35
28.24,51.97,16.15,2014.5,4/5/2025,18:28:49,52.87,1,4651,729.32,2,4/4/2025,9:09:35
28.23,51.96,16.16,2008,4/5/2025,18:29:01,52.86,1,4652,729.32,2,4/4/2025,9:09:35
28.23,52.04,16.16,2047.5,4/5/2025,18:29:13,52.84,1,4653,729.33,2,4/4/2025,9:09:35
28.27,52.04,16.16,2031,4/5/2025,18:29:25,52.82,1,4654,729.33,2,4/4/2025,9:09:35
28.26,52.03,16.17,2031,4/5/2025,18:29:37,52.8,1,4655,729.33,2,4/4/2025,9:09:35
28.27,52.02,16.17,2031.5,4/5/2025,18:29:52,52.79,1,4656,729.34,2,4/4/2025,9:09:35
28.26,52.04,16.17,2030,4/5/2025,18:30:04,52.77,1,4657,729.34,2,4/4/2025,9:09:35
28.27,52.03,16.18,2033,4/5/2025,18:30:16,52.75,1,4658,729.34,2,4/4/2025,9:09:35
28.25,52,16.18,2026,4/5/2025,18:30:28,52.73,1,4659,729.35,2,4/4/2025,9:09:35
28.27,51.99,16.18,2034.5,4/5/2025,18:30:40,52.72,1,4660,729.35,2,4/4/2025,9:09:35
28.27,51.93,16.19,2031.5,4/5/2025,18:30:52,52.7,1,4661,729.35,2,4/4/2025,9:09:35
28.27,51.9,16.19,2033,4/5/2025,18:31:04,52.68,1,4662,729.36,2,4/4/2025,9:09:35
28.28,51.9,16.19,2029.5,4/5/2025,18:31:16,52.66,1,4663,729.36,2,4/4/2025,9:09:35
28.29,51.89,16.2,2029.5,4/5/2025,18:31:28,52.65,1,4664,729.36,2,4/4/2025,9:09:35
28.27,51.86,16.2,2032,4/5/2025,18:31:40,52.63,1,4665,729.37,2,4/4/2025,9:09:35
28.27,51.84,16.2,2029.5,4/5/2025,18:31:52,52.61,1,4666,729.37,2,4/4/2025,9:09:35
28.28,51.83,16.21,2026.5,4/5/2025,18:32:04,52.59,1,4667,729.37,2,4/4/2025,9:09:35
28.25,51.83,16.21,2036,4/5/2025,18:32:16,52.58,1,4668,729.38,2,4/4/2025,9:09:35
28.23,51.83,16.21,2024,4/5/2025,18:32:30,52.56,1,4669,729.38,2,4/4/2025,9:09:35
28.21,51.85,16.22,2029,4/5/2025,18:32:42,52.54,1,4670,729.39,2,4/4/2025,9:09:35
28.22,51.83,16.22,2028.5,4/5/2025,18:32:55,52.52,1,4671,729.39,2,4/4/2025,9:09:35
