temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,gas_crudo,,,,
27.68,50.67,69.17,2016,5/1/2025,14:11:18,42.47,1,4032,,,,
27.7,50.67,69.18,2015,5/1/2025,14:11:30,42.42,1,4030,,,,
27.68,50.66,69.18,2013.5,5/1/2025,14:11:42,42.37,1,4027,,,,
27.68,50.66,69.18,2013.5,5/1/2025,14:11:53,42.33,1,4027,,,,
27.69,50.67,69.19,2016,5/1/2025,14:12:05,42.28,1,4032,,,,
27.69,50.65,69.19,2015.5,5/1/2025,14:12:17,42.23,1,4031,,,,
27.69,50.68,69.19,2014,5/1/2025,14:12:29,42.19,1,4028,,,,
27.69,50.67,69.2,2013.5,5/1/2025,14:12:41,42.14,1,4027,,,,
27.69,50.69,69.2,2010.5,5/1/2025,14:12:53,42.09,1,4021,,,,
27.67,50.68,69.2,2017.5,5/1/2025,14:13:05,42.04,1,4035,,,,
27.7,50.69,69.21,2013.5,5/1/2025,14:13:17,42,1,4027,,,,
27.68,50.69,69.21,2008.5,5/1/2025,14:13:32,41.94,1,4017,,,,
27.68,50.7,69.22,2011.5,5/1/2025,14:13:45,41.88,1,4023,,,,
27.68,50.7,69.22,2014.5,5/1/2025,14:13:56,41.84,1,4029,,,,
27.67,50.69,69.22,2008.5,5/1/2025,14:14:08,41.79,1,4017,,,,
27.68,50.68,69.22,2014,5/1/2025,14:14:20,41.75,1,4028,,,,
27.67,50.69,69.23,2003.5,5/1/2025,14:14:32,41.7,1,4007,,,,
27.68,50.71,69.23,2013,5/1/2025,14:14:44,41.65,1,4026,,,,
27.68,50.71,69.24,2008,5/1/2025,14:14:56,41.6,1,4016,,,,
27.66,50.72,69.24,2013,5/1/2025,14:15:08,41.56,1,4026,,,,
27.67,50.73,69.24,2013.5,5/1/2025,14:15:20,41.51,1,4027,,,,
27.67,50.72,69.24,2007,5/1/2025,14:15:32,41.46,1,4014,,,,
27.66,50.74,69.25,1993,5/1/2025,14:15:44,41.41,1,3986,,,,
27.68,50.72,69.25,2008,5/1/2025,14:15:56,41.37,1,4016,,,,
27.66,50.77,69.26,2007.5,5/1/2025,14:16:08,41.32,1,4015,,,,
27.68,50.77,69.26,2006.5,5/1/2025,14:16:20,41.27,1,4013,,,,
27.67,50.75,69.26,2001.5,5/1/2025,14:16:31,41.23,1,4003,,,,
27.68,50.75,69.26,2010.5,5/1/2025,14:16:43,41.18,1,4021,,,,
27.69,50.76,69.27,2008,5/1/2025,14:16:54,41.13,1,4016,,,,
27.68,50.73,69.27,2011.5,5/1/2025,14:17:06,41.09,1,4023,,,,
27.71,50.69,69.27,2003.5,5/1/2025,14:17:18,41.04,1,4007,,,,
27.72,50.73,69.28,1992,5/1/2025,14:17:30,40.99,1,3984,,,,
27.72,50.71,69.28,2007.5,5/1/2025,14:17:42,40.94,1,4015,,,,
27.71,50.74,69.28,1986.5,5/1/2025,14:17:53,40.9,1,3973,,,,
27.75,50.74,69.29,2007.5,5/1/2025,14:18:05,40.85,1,4015,,,,
27.72,50.74,69.29,2006.5,5/1/2025,14:18:17,40.81,1,4013,,,,
27.72,50.74,69.29,2007.5,5/1/2025,14:18:28,40.76,1,4015,,,,
27.75,50.72,69.3,2006.5,5/1/2025,14:18:40,40.71,1,4013,,,,
27.74,50.73,69.3,2001,5/1/2025,14:18:52,40.67,1,4002,,,,
27.76,50.73,69.3,2008.5,5/1/2025,14:19:03,40.62,1,4017,,,,
27.77,50.73,69.31,2005,5/1/2025,14:19:15,40.58,1,4010,,,,
27.78,50.74,69.31,2005.5,5/1/2025,14:19:27,40.53,1,4011,,,,
27.78,50.74,69.31,2002.5,5/1/2025,14:19:39,40.48,1,4005,,,,
27.79,50.72,69.32,2000,5/1/2025,14:19:51,40.43,1,4000,,,,
27.8,50.72,69.32,2002,5/1/2025,14:20:02,40.39,1,4004,,,,
27.8,50.73,69.32,2006.5,5/1/2025,14:20:14,40.34,1,4013,,,,
27.81,50.73,69.33,2005,5/1/2025,14:20:26,40.29,1,4010,,,,
27.81,50.71,69.33,1998,5/1/2025,14:20:38,40.25,1,3996,,,,
27.8,50.71,69.33,2002.5,5/1/2025,14:20:50,40.2,1,4005,,,,
27.81,50.73,69.34,1999.5,5/1/2025,14:21:02,40.15,1,3999,,,,
27.81,50.75,69.34,2004.5,5/1/2025,14:21:13,40.11,1,4009,,,,
27.81,50.71,69.34,1996.5,5/1/2025,14:21:25,40.06,1,3993,,,,
27.8,50.75,69.35,1984,5/1/2025,14:21:37,40.01,1,3968,,,,
27.83,50.75,69.35,2000.5,5/1/2025,14:21:52,39.95,1,4001,,,,
27.83,50.77,69.36,1999.5,5/1/2025,14:22:08,39.89,1,3999,,,,
27.85,50.72,69.36,1994.5,5/1/2025,14:22:19,39.85,1,3989,,,,
27.85,50.72,69.36,1994.5,5/1/2025,14:22:31,39.8,1,3989,,,,
27.84,50.68,69.36,2002.5,5/1/2025,14:22:43,39.75,1,4005,,,,
27.85,50.71,69.37,1998.5,5/1/2025,14:22:54,39.71,1,3997,,,,
27.85,50.7,69.37,1998.5,5/1/2025,14:23:06,39.66,1,3997,,,,
27.85,50.74,69.37,1992,5/1/2025,14:23:18,39.61,1,3984,,,,
27.88,50.73,69.38,1992.5,5/1/2025,14:23:30,39.56,1,3985,,,,
27.91,50.76,69.38,1995,5/1/2025,14:23:41,39.52,1,3990,,,,
27.9,50.73,69.38,1954.5,5/1/2025,14:23:53,39.47,1,3909,,,,
27.9,50.71,69.39,1992,5/1/2025,14:24:05,39.42,1,3984,,,,
27.9,50.77,69.39,1997.5,5/1/2025,14:24:17,39.38,1,3995,,,,
27.88,50.85,69.39,1994,5/1/2025,14:24:29,39.33,1,3988,,,,
27.87,50.88,69.4,1996.5,5/1/2025,14:24:40,39.29,1,3993,,,,
27.88,50.9,69.4,1992,5/1/2025,14:24:52,39.24,1,3984,,,,
27.89,50.88,69.4,1992,5/1/2025,14:25:04,39.19,1,3984,,,,
27.9,50.82,69.41,1987.5,5/1/2025,14:25:25,39.11,1,3975,,,,
27.89,50.47,69.42,2046.5,5/1/2025,14:26:17,38.9,1,4093,,,,
27.88,50.35,69.43,1994.5,5/1/2025,14:26:30,38.85,1,3989,,,,
27.88,50.34,69.43,2047.5,5/1/2025,14:26:47,38.78,1,4095,,,,
27.87,50.26,69.44,1991.5,5/1/2025,14:26:59,38.73,1,3983,,,,
27.88,50.23,69.44,1982,5/1/2025,14:27:10,38.69,1,3964,,,,
27.87,50.2,69.45,2040,5/1/2025,14:27:48,38.54,1,4080,,,,
27.85,50.15,69.45,1989.5,5/1/2025,14:28:00,38.49,1,3979,,,,
27.85,50.09,69.46,1991.5,5/1/2025,14:28:15,38.43,1,3983,,,,
27.83,50.05,69.46,1992.5,5/1/2025,14:28:26,38.39,1,3985,,,,
27.83,50.06,69.46,1989,5/1/2025,14:28:38,38.34,1,3978,,,,
27.83,50.04,69.47,1999.5,5/1/2025,14:28:54,38.28,1,3999,,,,
27.85,50.07,69.47,1991.5,5/1/2025,14:29:06,38.23,1,3983,,,,
27.82,50,69.47,1989,5/1/2025,14:29:17,38.19,1,3978,,,,
27.81,49.94,69.48,2003.5,5/1/2025,14:29:32,38.13,1,4007,,,,
27.81,49.96,69.48,2008,5/1/2025,14:29:44,38.08,1,4016,,,,
27.82,49.86,69.48,1983,5/1/2025,14:29:56,38.03,1,3966,,,,
27.8,49.97,69.49,1982.5,5/1/2025,14:30:08,37.98,1,3965,,,,
27.79,49.92,69.49,1985.5,5/1/2025,14:30:20,37.94,1,3971,,,,
27.79,49.91,69.5,1973.5,5/1/2025,14:30:32,37.89,1,3947,,,,
27.78,49.92,69.5,1980.5,5/1/2025,14:30:44,37.84,1,3961,,,,
27.79,49.78,69.5,1980.5,5/1/2025,14:30:56,37.79,1,3961,,,,
27.77,49.89,69.5,1977,5/1/2025,14:31:07,37.75,1,3954,,,,
27.79,49.67,69.52,2038.5,5/1/2025,14:31:48,37.59,1,4077,,,,
27.78,49.71,69.52,1983.5,5/1/2025,14:32:00,37.54,1,3967,,,,
27.77,49.67,69.52,1960,5/1/2025,14:32:12,37.49,1,3920,,,,
27.76,49.59,69.53,1978.5,5/1/2025,14:32:24,37.44,1,3957,,,,
27.75,49.64,69.53,1979,5/1/2025,14:32:40,37.38,1,3958,,,,
27.75,49.59,69.53,1973.5,5/1/2025,14:32:52,37.33,1,3947,,,,
27.76,49.66,69.54,1976,5/1/2025,14:33:04,37.29,1,3952,,,,
27.76,49.48,69.54,1979,5/1/2025,14:33:19,37.23,1,3958,,,,
27.75,49.42,69.56,2024,5/1/2025,14:34:10,37.02,1,4048,,,,
27.76,49.34,69.56,1972.5,5/1/2025,14:34:25,36.96,1,3945,,,,
27.75,49.46,69.57,2027,5/1/2025,14:35:05,36.81,1,4054,,,,
27.77,49.46,69.57,1966.5,5/1/2025,14:35:18,36.75,1,3933,,,,
27.76,49.41,69.58,1967,5/1/2025,14:35:32,36.7,1,3934,,,,
27.77,49.53,69.59,1975.5,5/1/2025,14:35:58,36.6,1,3951,,,,
27.78,49.53,69.59,2026,5/1/2025,14:36:27,36.48,1,4052,,,,
27.77,49.56,69.61,1969.5,5/1/2025,14:37:42,36.18,1,3939,,,,
27.81,49.61,69.63,1977.5,5/1/2025,14:38:39,35.96,1,3955,,,,
27.81,49.57,69.63,1973,5/1/2025,14:38:51,35.91,1,3946,,,,
27.83,49.55,69.64,1971,5/1/2025,14:39:08,35.84,1,3942,,,,
27.83,49.55,69.64,1969.5,5/1/2025,14:39:20,35.79,1,3939,,,,
27.82,49.44,69.64,1963.5,5/1/2025,14:39:32,35.75,1,3927,,,,
27.82,49.34,69.65,1982,5/1/2025,14:39:43,35.7,1,3964,,,,
27.83,49.44,69.65,1961,5/1/2025,14:39:55,35.65,1,3922,,,,
27.81,49.28,69.65,1958.5,5/1/2025,14:40:07,35.61,1,3917,,,,
27.81,49.24,69.66,1967,5/1/2025,14:40:19,35.56,1,3934,,,,
27.82,49.2,69.67,1967,5/1/2025,14:40:57,35.41,1,3934,,,,
27.83,49.33,69.67,1968.5,5/1/2025,14:41:14,35.34,1,3937,,,,
27.82,49.35,69.68,1955,5/1/2025,14:41:26,35.29,1,3910,,,,
27.82,49.27,69.68,1960,5/1/2025,14:41:38,35.25,1,3920,,,,
27.75,49.29,69.68,1951.5,5/1/2025,14:41:55,35.18,1,3903,,,,
27.75,49.29,69.69,2014.5,5/1/2025,14:42:27,35.05,1,4029,,,,
27.74,49.44,69.7,1969,5/1/2025,14:42:39,35,1,3938,,,,
27.76,49.37,69.7,1953,5/1/2025,14:42:50,34.96,1,3906,,,,
27.77,49.28,69.7,1953.5,5/1/2025,14:43:04,34.9,1,3907,,,,
27.78,49.3,69.71,1943,5/1/2025,14:43:16,34.86,1,3886,,,,
27.79,49.23,69.71,1951.5,5/1/2025,14:43:28,34.81,1,3903,,,,
27.8,49.2,69.71,1957.5,5/1/2025,14:43:41,34.76,1,3915,,,,
27.79,49.09,69.72,1954.5,5/1/2025,14:43:53,34.71,1,3909,,,,
27.8,49.13,69.72,1953.5,5/1/2025,14:44:05,34.66,1,3907,,,,
27.8,48.91,69.72,1951.5,5/1/2025,14:44:16,34.62,1,3903,,,,
27.8,49.11,69.73,1949.5,5/1/2025,14:44:28,34.57,1,3899,,,,
27.8,49.1,69.73,1960.5,5/1/2025,14:44:40,34.52,1,3921,,,,
27.79,49.05,69.73,1948,5/1/2025,14:44:52,34.48,1,3896,,,,
27.81,49.08,69.74,1950.5,5/1/2025,14:45:04,34.43,1,3901,,,,
27.81,49.05,69.74,1939,5/1/2025,14:45:15,34.38,1,3878,,,,
27.8,49.1,69.74,1941.5,5/1/2025,14:45:27,34.34,1,3883,,,,
27.8,49.13,69.75,1952.5,5/1/2025,14:45:39,34.29,1,3905,,,,
27.81,49.05,69.75,1937,5/1/2025,14:45:51,34.24,1,3874,,,,
27.81,49.05,69.75,1961.5,5/1/2025,14:46:03,34.19,1,3923,,,,
27.81,48.9,69.76,1948.5,5/1/2025,14:46:14,34.15,1,3897,,,,
27.81,48.95,69.76,1950,5/1/2025,14:46:26,34.1,1,3900,,,,
27.83,48.91,69.76,1960,5/1/2025,14:46:38,34.06,1,3920,,,,
27.82,48.9,69.77,1944,5/1/2025,14:46:49,34.01,1,3888,,,,
27.83,48.97,69.77,1947.5,5/1/2025,14:47:01,33.96,1,3895,,,,
27.83,48.91,69.77,1947.5,5/1/2025,14:47:13,33.92,1,3895,,,,
27.82,48.89,69.78,1949,5/1/2025,14:47:24,33.87,1,3898,,,,
27.85,49,69.78,1935.5,5/1/2025,14:47:36,33.83,1,3871,,,,
27.85,49.01,69.78,1948.5,5/1/2025,14:47:48,33.78,1,3897,,,,
27.86,48.98,69.79,1941,5/1/2025,14:48:00,33.73,1,3882,,,,
27.84,49.05,69.79,1945.5,5/1/2025,14:48:11,33.69,1,3891,,,,
27.84,49.09,69.79,1943.5,5/1/2025,14:48:23,33.64,1,3887,,,,
27.85,48.99,69.8,1950,5/1/2025,14:48:35,33.59,1,3900,,,,
27.84,48.95,69.8,1935,5/1/2025,14:48:47,33.54,1,3870,,,,
27.84,48.93,69.8,1938,5/1/2025,14:48:59,33.5,1,3876,,,,
27.83,48.86,69.81,1910,5/1/2025,14:49:11,33.45,1,3820,,,,
27.84,48.9,69.81,1944,5/1/2025,14:49:23,33.4,1,3888,,,,
27.83,48.92,69.81,1937,5/1/2025,14:49:35,33.35,1,3874,,,,
27.83,48.88,69.82,1936,5/1/2025,14:49:47,33.31,1,3872,,,,
27.81,48.95,69.82,1944,5/1/2025,14:49:59,33.26,1,3888,,,,
27.8,48.91,69.82,1938.5,5/1/2025,14:50:11,33.21,1,3877,,,,
27.82,48.78,69.83,1941,5/1/2025,14:50:23,33.16,1,3882,,,,
27.8,48.67,69.83,1931.5,5/1/2025,14:50:35,33.12,1,3863,,,,
27.81,48.7,69.83,1906.5,5/1/2025,14:50:46,33.07,1,3813,,,,
27.82,48.68,69.84,1931,5/1/2025,14:50:58,33.02,1,3862,,,,
27.81,48.7,69.84,1937,5/1/2025,14:51:13,32.96,1,3874,,,,
27.8,48.54,69.84,1935.5,5/1/2025,14:51:25,32.92,1,3871,,,,
27.8,48.55,69.85,1936,5/1/2025,14:51:37,32.87,1,3872,,,,
27.79,48.57,69.85,1928,5/1/2025,14:51:49,32.82,1,3856,,,,
27.79,48.47,69.85,1922.5,5/1/2025,14:52:00,32.78,1,3845,,,,
27.77,48.47,69.86,1926.5,5/1/2025,14:52:12,32.73,1,3853,,,,
27.75,48.58,69.86,1929,5/1/2025,14:52:24,32.68,1,3858,,,,
27.75,48.52,69.86,1927.5,5/1/2025,14:52:36,32.63,1,3855,,,,
27.73,48.5,69.87,1920,5/1/2025,14:52:48,32.59,1,3840,,,,
27.74,48.57,69.87,1928,5/1/2025,14:52:59,32.54,1,3856,,,,
27.73,48.62,69.87,1923.5,5/1/2025,14:53:11,32.5,1,3847,,,,
27.71,48.59,69.88,1926.5,5/1/2025,14:53:25,32.44,1,3853,,,,
27.7,48.54,69.88,1922,5/1/2025,14:53:37,32.39,1,3844,,,,
27.7,48.52,69.88,1919,5/1/2025,14:53:48,32.35,1,3838,,,,
27.7,48.4,69.89,1907,5/1/2025,14:54:00,32.3,1,3814,,,,
27.69,48.58,69.89,1887.5,5/1/2025,14:54:12,32.25,1,3775,,,,
27.68,48.67,69.89,1928.5,5/1/2025,14:54:24,32.21,1,3857,,,,
27.67,48.6,69.9,1911.5,5/1/2025,14:54:36,32.16,1,3823,,,,
27.67,48.51,69.9,1909.5,5/1/2025,14:54:47,32.12,1,3819,,,,
27.65,48.58,69.9,1930.5,5/1/2025,14:54:59,32.07,1,3861,,,,
27.64,48.57,69.91,1912,5/1/2025,14:55:14,32.01,1,3824,,,,
27.64,48.7,69.91,1899.5,5/1/2025,14:55:26,31.96,1,3799,,,,
27.61,48.84,69.91,1926.5,5/1/2025,14:55:38,31.91,1,3853,,,,
27.59,48.96,69.92,1911,5/1/2025,14:55:52,31.86,1,3822,,,,
27.6,48.86,69.92,1913,5/1/2025,14:56:03,31.81,1,3826,,,,
27.58,48.69,69.92,1913,5/1/2025,14:56:15,31.77,1,3826,,,,
27.58,48.57,69.93,1910.5,5/1/2025,14:56:27,31.72,1,3821,,,,
27.57,48.67,69.93,1911,5/1/2025,14:56:39,31.67,1,3822,,,,
27.57,48.58,69.93,1864.5,5/1/2025,14:56:51,31.62,1,3729,,,,
27.54,48.44,69.94,1907.5,5/1/2025,14:57:04,31.57,1,3815,,,,
27.57,48.39,69.94,1903.5,5/1/2025,14:57:15,31.53,1,3807,,,,
27.55,48.31,69.94,1901.5,5/1/2025,14:57:27,31.48,1,3803,,,,
27.53,48.36,69.95,1889.5,5/1/2025,14:57:39,31.43,1,3779,,,,
27.52,48.46,69.95,1894.5,5/1/2025,14:57:51,31.38,1,3789,,,,
27.52,48.33,69.95,1900.5,5/1/2025,14:58:02,31.34,1,3801,,,,
27.52,48.27,69.96,1899,5/1/2025,14:58:14,31.29,1,3798,,,,
27.52,48.08,69.96,1879.5,5/1/2025,14:58:26,31.25,1,3759,,,,
27.51,48.17,69.96,1896,5/1/2025,14:58:41,31.19,1,3792,,,,
27.49,48.16,69.97,1902,5/1/2025,14:58:53,31.14,1,3804,,,,
27.49,48.26,69.97,1891.5,5/1/2025,14:59:05,31.09,1,3783,,,,
27.48,48.22,69.97,1888.5,5/1/2025,14:59:17,31.04,1,3777,,,,
27.46,48.16,69.98,1856,5/1/2025,14:59:28,31,1,3712,,,,
27.47,48.39,69.98,1887.5,5/1/2025,14:59:40,30.95,1,3775,,,,
27.47,48.37,69.98,1884.5,5/1/2025,14:59:52,30.9,1,3769,,,,
27.46,48.25,69.99,1880,5/1/2025,15:00:04,30.86,1,3760,,,,
27.43,48.23,69.99,1887.5,5/1/2025,15:00:17,30.81,1,3775,,,,
27.44,48.3,69.99,1869,5/1/2025,15:00:29,30.76,1,3738,,,,
27.44,48.22,70,1880.5,5/1/2025,15:00:41,30.71,1,3761,,,,
27.42,48.47,70,1886,5/1/2025,15:00:52,30.67,1,3772,,,,
27.4,48.29,70,1853.5,5/1/2025,15:01:04,30.62,1,3707,,,,
27.4,48.26,70.01,1879,5/1/2025,15:01:16,30.57,1,3758,,,,
27.4,48.03,70.01,1880,5/1/2025,15:01:31,30.51,1,3760,,,,
27.38,48.12,70.01,1879,5/1/2025,15:01:43,30.46,1,3758,,,,
27.4,48.05,70.02,1888,5/1/2025,15:01:56,30.41,1,3776,,,,
27.37,47.53,70.02,1870,5/1/2025,15:02:08,30.37,1,3740,,,,
27.35,47.77,70.03,1855,5/1/2025,15:02:24,30.3,1,3710,,,,
27.33,47.77,70.03,1865,5/1/2025,15:02:36,30.25,1,3730,,,,
27.32,47.83,70.03,1861.5,5/1/2025,15:02:48,30.21,1,3723,,,,
27.31,47.82,70.04,1864,5/1/2025,15:03:00,30.16,1,3728,,,,
27.27,47.86,70.04,1860,5/1/2025,15:03:12,30.11,1,3720,,,,
27.27,48.07,70.04,1856,5/1/2025,15:03:24,30.06,1,3712,,,,
27.26,48.07,70.05,1848,5/1/2025,15:03:36,30.02,1,3696,,,,
27.25,48.2,70.05,1850.5,5/1/2025,15:03:51,29.96,1,3701,,,,
27.24,48.13,70.05,1862.5,5/1/2025,15:04:05,29.9,1,3725,,,,
27.25,47.9,70.06,1853.5,5/1/2025,15:04:17,29.85,1,3707,,,,
27.22,47.86,70.06,1847,5/1/2025,15:04:29,29.81,1,3694,,,,
27.25,47.51,70.06,1838.5,5/1/2025,15:04:40,29.76,1,3677,,,,
27.21,47.8,70.07,1847.5,5/1/2025,15:04:52,29.71,1,3695,,,,
27.21,47.76,70.07,1840,5/1/2025,15:05:04,29.67,1,3680,,,,
27.18,47.87,70.08,1888,5/1/2025,15:05:31,29.56,1,3776,,,,
27.16,48.03,70.08,1824.5,5/1/2025,15:05:46,29.5,1,3649,,,,
27.15,48.14,70.09,1830.5,5/1/2025,15:06:00,29.44,1,3661,,,,
27.14,48.13,70.09,1827.5,5/1/2025,15:06:11,29.4,1,3655,,,,
27.13,48.24,70.09,1821.5,5/1/2025,15:06:28,29.33,1,3643,,,,
27.15,48.22,70.1,1818.5,5/1/2025,15:06:41,29.28,1,3637,,,,
27.14,48.37,70.1,1818.5,5/1/2025,15:06:53,29.23,1,3637,,,,
27.14,48.32,70.1,1825.5,5/1/2025,15:07:05,29.19,1,3651,,,,
27.12,47.91,70.11,1815,5/1/2025,15:07:16,29.14,1,3630,,,,
27.12,48.21,70.11,1799,5/1/2025,15:07:28,29.1,1,3598,,,,
27.12,48.27,70.11,1813,5/1/2025,15:07:40,29.05,1,3626,,,,
27.09,48.28,70.12,1803,5/1/2025,15:07:51,29,1,3606,,,,
27.1,48.32,70.12,1808,5/1/2025,15:08:04,28.95,1,3616,,,,
27.09,48.33,70.12,1811.5,5/1/2025,15:08:15,28.91,1,3623,,,,
27.09,48.42,70.13,1798.5,5/1/2025,15:08:28,28.86,1,3597,,,,
27.08,48.3,70.13,1785.5,5/1/2025,15:08:40,28.81,1,3571,,,,
27.08,48.25,70.13,1800,5/1/2025,15:08:55,28.75,1,3600,,,,
27.08,48.43,70.14,1809,5/1/2025,15:09:07,28.7,1,3618,,,,
27.04,47.52,70.14,1784,5/1/2025,15:09:19,28.65,1,3568,,,,
27.03,47.56,70.14,1786.5,5/1/2025,15:09:30,28.61,1,3573,,,,
27.02,47.84,70.15,1777.5,5/1/2025,15:09:42,28.56,1,3555,,,,
27,47.48,70.15,1776.5,5/1/2025,15:09:54,28.52,1,3553,,,,
26.97,47.76,70.15,1777.5,5/1/2025,15:10:06,28.47,1,3555,,,,
26.95,47.71,70.16,1762.5,5/1/2025,15:10:18,28.42,1,3525,,,,
26.94,47.93,70.16,1771.5,5/1/2025,15:10:30,28.37,1,3543,,,,
26.94,48.04,70.16,1791.5,5/1/2025,15:10:42,28.33,1,3583,,,,
26.93,48.03,70.17,1761.5,5/1/2025,15:10:54,28.28,1,3523,,,,
26.94,47.82,70.17,1761,5/1/2025,15:11:05,28.23,1,3522,,,,
26.91,48.1,70.17,1760.5,5/1/2025,15:11:17,28.19,1,3521,,,,
26.91,48.3,70.18,1768,5/1/2025,15:11:29,28.14,1,3536,,,,
26.91,48.16,70.18,1759.5,5/1/2025,15:11:40,28.1,1,3519,,,,
26.87,47.81,70.2,1787,5/1/2025,15:12:36,27.87,1,3574,,,,
26.81,47.97,70.21,1776,5/1/2025,15:13:22,27.69,1,3552,,,,
26.78,47.6,70.22,1765.5,5/1/2025,15:14:00,27.54,1,3531,,,,
26.75,48.04,70.22,1710,5/1/2025,15:14:12,27.49,1,3420,,,,
26.75,48.16,70.23,1709,5/1/2025,15:14:27,27.43,1,3418,,,,
26.72,48.09,70.23,1704.5,5/1/2025,15:14:43,27.37,1,3409,,,,
26.71,48.01,70.23,1704.5,5/1/2025,15:14:55,27.32,1,3409,,,,
26.7,48.22,70.24,1712.5,5/1/2025,15:15:07,27.27,1,3425,,,,
26.68,48.31,70.24,1683,5/1/2025,15:15:19,27.23,1,3366,,,,
26.68,48.11,70.24,1691,5/1/2025,15:15:30,27.18,1,3382,,,,
26.66,48.29,70.25,1681,5/1/2025,15:15:42,27.13,1,3362,,,,
26.62,48.49,70.25,1667,5/1/2025,15:15:54,27.09,1,3334,,,,
26.64,48.51,70.25,1673,5/1/2025,15:16:06,27.04,1,3346,,,,
26.61,48.1,70.26,1671,5/1/2025,15:16:18,26.99,1,3342,,,,
26.6,48.07,70.26,1666.5,5/1/2025,15:16:29,26.95,1,3333,,,,
26.6,48.13,70.26,1656,5/1/2025,15:16:41,26.9,1,3312,,,,
26.56,48.2,70.27,1652.5,5/1/2025,15:16:53,26.85,1,3305,,,,
26.54,48.19,70.27,1648,5/1/2025,15:17:05,26.81,1,3296,,,,
21.28,63.32,89.95,2047.5,5/2/2025,10:57:50,99.87,1,4095,,,,
21.35,63.6,89.95,2047.5,5/2/2025,10:58:02,99.83,1,4095,,,,
21.43,63.63,89.96,2047.5,5/2/2025,10:58:14,99.78,1,4095,,,,
21.52,63.55,89.96,2047.5,5/2/2025,10:58:26,99.73,1,4095,,,,
21.64,63.37,89.96,2047.5,5/2/2025,10:58:37,99.69,1,4095,,,,
21.76,61.49,89.97,2047.5,5/2/2025,10:58:49,99.64,1,4095,,,,
21.9,61.87,89.97,2047.5,5/2/2025,10:59:01,99.59,1,4095,,,,
22.02,61.84,89.97,2047.5,5/2/2025,10:59:13,99.54,1,4095,,,,
22.16,60.58,89.98,2047.5,5/2/2025,10:59:25,99.5,1,4095,,,,
22.3,60.31,89.98,2047.5,5/2/2025,10:59:36,99.45,1,4095,,,,
22.44,60.33,89.98,2047.5,5/2/2025,10:59:48,99.4,1,4095,,,,
22.57,59.68,89.99,2047.5,5/2/2025,11:00:00,99.36,1,4095,,,,
22.66,59.03,89.99,2047.5,5/2/2025,11:00:12,99.31,1,4095,,,,
22.82,59.29,89.99,2047.5,5/2/2025,11:00:23,99.27,1,4095,,,,
22.92,59.17,90,2047.5,5/2/2025,11:00:35,99.22,1,4095,,,,
23.09,59.07,90,2047.5,5/2/2025,11:00:47,99.17,1,4095,,,,
23.22,58.87,90,2047.5,5/2/2025,11:00:58,99.13,1,4095,,,,
23.39,58.84,90.01,2047.5,5/2/2025,11:01:10,99.08,1,4095,,,,
23.54,58.52,90.01,2047.5,5/2/2025,11:01:22,99.03,1,4095,,,,
23.67,58.19,90.01,2047.5,5/2/2025,11:01:33,98.99,1,4095,,,,
23.8,57.87,90.02,2047.5,5/2/2025,11:01:45,98.94,1,4095,,,,
23.92,57.53,90.02,2047.5,5/2/2025,11:01:57,98.89,1,4095,,,,
24.07,57.27,90.02,2047.5,5/2/2025,11:02:08,98.85,1,4095,,,,
24.2,56.99,90.02,2047.5,5/2/2025,11:02:20,98.8,1,4095,,,,
24.32,56.78,90.03,2047.5,5/2/2025,11:02:32,98.75,1,4095,,,,
24.44,56.47,90.03,2047.5,5/2/2025,11:02:43,98.71,1,4095,,,,
24.55,56.13,90.03,2047.5,5/2/2025,11:02:55,98.66,1,4095,,,,
24.66,55.84,90.04,2047.5,5/2/2025,11:03:07,98.62,1,4095,,,,
24.78,55.67,90.04,2047.5,5/2/2025,11:03:19,98.57,1,4095,,,,
24.89,55.36,90.04,2047.5,5/2/2025,11:03:30,98.52,1,4095,,,,
24.98,55.13,90.05,2047.5,5/2/2025,11:03:42,98.48,1,4095,,,,
25.08,54.84,90.05,2047.5,5/2/2025,11:03:54,98.43,1,4095,,,,
25.19,54.55,90.05,2047.5,5/2/2025,11:04:06,98.38,1,4095,,,,
25.29,54.41,90.06,2047.5,5/2/2025,11:04:17,98.34,1,4095,,,,
25.36,54.1,90.06,2047.5,5/2/2025,11:04:29,98.29,1,4095,,,,
25.45,53.92,90.06,2047.5,5/2/2025,11:04:41,98.24,1,4095,,,,
25.53,53.67,90.07,2047.5,5/2/2025,11:04:52,98.2,1,4095,,,,
25.6,53.51,90.07,2047.5,5/2/2025,11:05:04,98.15,1,4095,,,,
25.69,53.4,90.07,2047.5,5/2/2025,11:05:16,98.1,1,4095,,,,
25.76,53.27,90.08,2047.5,5/2/2025,11:05:27,98.06,1,4095,,,,
25.82,53.1,90.08,2047.5,5/2/2025,11:05:39,98.01,1,4095,,,,
25.88,52.95,90.08,2047.5,5/2/2025,11:05:51,97.96,1,4095,,,,
25.96,52.72,90.09,2047.5,5/2/2025,11:06:02,97.92,1,4095,,,,
26.01,52.63,90.09,2047.5,5/2/2025,11:06:14,97.87,1,4095,,,,
26.08,52.38,90.09,2047.5,5/2/2025,11:06:27,97.82,1,4095,,,,
